"District","District Code","Gender","Count","%"
"Griswold School District","=""0580011""","Female",29,3.1
"Griswold School District","=""0580011""","Male",83,8.9
"Groton School District","=""0590011""","Female",97,4.6
"Groton School District","=""0590011""","Male",237,10.5
"Guilford School District","=""0600011""","Female",11,0.7
"Guilford School District","=""0600011""","Male",49,2.8
"Hamden School District","=""0620011""","Female",127,4.9
"Hamden School District","=""0620011""","Male",330,11.3
"Hampton School District","=""0630011""","Female","N/A","N/A"
"Hampton School District","=""0630011""","Male","N/A","N/A"
"Hartford School District","=""0640011""","Female",1007,10.0
"Hartford School District","=""0640011""","Male",1857,17.0
"Hartland School District","=""0650011""","Female","*","*"
"Hartland School District","=""0650011""","Male","*","*"
"Hebron School District","=""0670011""","Female","*","*"
"Hebron School District","=""0670011""","Male","*","*"
"Highville Charter School District","=""2860013""","Female",25,10.2
"Highville Charter School District","=""2860013""","Male",47,19.7
"Integrated Day Charter School District","=""2640013""","Female","*","*"
"Integrated Day Charter School District","=""2640013""","Male","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Female",16,11.8
"Interdistrict School for Arts and Comm District","=""2650013""","Male",25,19.7
"Jumoke Academy District","=""2610013""","Female",21,5.4
"Jumoke Academy District","=""2610013""","Male",64,18.4
"Kent School District","=""0680011""","Female","N/A","N/A"
"Kent School District","=""0680011""","Male","*","*"
"Killingly School District","=""0690011""","Female",51,4.0
"Killingly School District","=""0690011""","Male",143,11.4
"Learn","=""2450014""","Female",82,6.7
"Learn","=""2450014""","Male",112,9.7
"Lebanon School District","=""0710011""","Female",8,1.6
"Lebanon School District","=""0710011""","Male",22,4.3
"Ledyard School District","=""0720011""","Female",29,2.4
"Ledyard School District","=""0720011""","Male",119,9.7
"Lisbon School District","=""0730011""","Female","*","*"
"Lisbon School District","=""0730011""","Male","*","*"
"Litchfield School District","=""0740011""","Female",10,2.2
"Litchfield School District","=""0740011""","Male",28,5.5
"Madison School District","=""0760011""","Female",8,0.6
"Madison School District","=""0760011""","Male",33,2.1
"Manchester School District","=""0770011""","Female",205,6.6
"Manchester School District","=""0770011""","Male",382,11.5
"Mansfield School District","=""0780011""","Female","*","*"
"Mansfield School District","=""0780011""","Male","*","*"
"Marlborough School District","=""0790011""","Female","N/A","N/A"
"Marlborough School District","=""0790011""","Male","*","*"
"Meriden School District","=""0800011""","Female",199,5.3
"Meriden School District","=""0800011""","Male",405,9.6
"Middletown School District","=""0830011""","Female",105,4.6
"Middletown School District","=""0830011""","Male",229,9.5
"Milford School District","=""0840011""","Female",92,3.2
"Milford School District","=""0840011""","Male",249,8.1
"Monroe School District","=""0850011""","Female",15,0.9
"Monroe School District","=""0850011""","Male",55,3.4
"Montville School District","=""0860011""","Female",29,2.7
"Montville School District","=""0860011""","Male",67,5.9
"Naugatuck School District","=""0880011""","Female",100,5.0
"Naugatuck School District","=""0880011""","Male",274,12.0
"New Beginnings Inc Family Academy District","=""2800013""","Female","N/A","N/A"
"New Beginnings Inc Family Academy District","=""2800013""","Male","*","*"
"New Britain School District","=""0890011""","Female",404,8.4
"New Britain School District","=""0890011""","Male",773,14.3
"New Canaan School District","=""0900011""","Female",7,0.3
"New Canaan School District","=""0900011""","Male",34,1.5
"New Fairfield School District","=""0910011""","Female",14,1.2
"New Fairfield School District","=""0910011""","Male",58,4.6
"New Hartford School District","=""0920011""","Female","N/A","N/A"
"New Hartford School District","=""0920011""","Male","*","*"
"New Haven School District","=""0930011""","Female",575,5.3
"New Haven School District","=""0930011""","Male",948,8.4
"New London School District","=""0950011""","Female",135,7.8
"New London School District","=""0950011""","Male",310,16.3
"New Milford School District","=""0960011""","Female",60,3.0
"New Milford School District","=""0960011""","Male",170,7.7
"Newington School District","=""0940011""","Female",37,1.8
"Newington School District","=""0940011""","Male",133,6.3
"Newtown School District","=""0970011""","Female",34,1.6
"Newtown School District","=""0970011""","Male",110,4.7
"Norfolk School District","=""0980011""","Female","N/A","N/A"
"Norfolk School District","=""0980011""","Male","*","*"
"North Branford School District","=""0990011""","Female",16,1.8
"North Branford School District","=""0990011""","Male",79,8.4
"North Canaan School District","=""1000011""","Female","*","*"
"North Canaan School District","=""1000011""","Male","*","*"
"North Haven School District","=""1010011""","Female",32,2.1
"North Haven School District","=""1010011""","Male",75,4.6
"North Stonington School District","=""1020011""","Female",10,2.9
"North Stonington School District","=""1020011""","Male",23,5.7
"Norwalk School District","=""1030011""","Female",235,4.2
"Norwalk School District","=""1030011""","Male",507,8.3
"Norwich Free Academy District","=""9010022""","Female",103,8.7
"Norwich Free Academy District","=""9010022""","Male",222,19.3
"Norwich School District","=""1040011""","Female",77,4.3
"Norwich School District","=""1040011""","Male",201,10.2
"Odyssey Community School District","=""2630013""","Female","*","*"
"Odyssey Community School District","=""2630013""","Male","*","*"
"Old Saybrook School District","=""1060011""","Female",9,1.4
"Old Saybrook School District","=""1060011""","Male",29,4.4
"Orange School District","=""1070011""","Female","*","*"
"Orange School District","=""1070011""","Male","*","*"
"Oxford School District","=""1080011""","Female",22,2.2
"Oxford School District","=""1080011""","Male",46,4.7
"Park City Prep Charter School District","=""2830013""","Female",8,4.9
"Park City Prep Charter School District","=""2830013""","Male",35,18.6
"Path Academy District","=""2930013""","Female",14,17.3
"Path Academy District","=""2930013""","Male",16,21.3
"Plainfield School District","=""1090011""","Female",39,3.4
"Plainfield School District","=""1090011""","Male",136,11.5
"Plainville School District","=""1100011""","Female",32,2.8
"Plainville School District","=""1100011""","Male",97,7.8
"Plymouth School District","=""1110011""","Female",17,2.4
"Plymouth School District","=""1110011""","Male",68,8.4
"Pomfret School District","=""1120011""","Female","*","*"
"Pomfret School District","=""1120011""","Male","*","*"
"Portland School District","=""1130011""","Female",9,1.4
"Portland School District","=""1130011""","Male",49,7.0
"Preston School District","=""1140011""","Female","*","*"
"Preston School District","=""1140011""","Male","*","*"
"Putnam School District","=""1160011""","Female",18,2.9
"Putnam School District","=""1160011""","Male",50,8.3
"Redding School District","=""1170011""","Female","*","*"
"Redding School District","=""1170011""","Male","*","*"
"Regional School District 01","=""2010012""","Female",6,2.9
"Regional School District 01","=""2010012""","Male",18,8.4
"Regional School District 04","=""2040012""","Female",6,1.2
"Regional School District 04","=""2040012""","Male",31,6.6
"Regional School District 05","=""2050012""","Female",22,2.0
"Regional School District 05","=""2050012""","Male",60,5.3
"Regional School District 06","=""2060012""","Female","*","*"
"Regional School District 06","=""2060012""","Male","*","*"
"Regional School District 07","=""2070012""","Female",9,1.6
"Regional School District 07","=""2070012""","Male",33,6.2
"Regional School District 08","=""2080012""","Female",15,2.0
"Regional School District 08","=""2080012""","Male",72,9.0
"Regional School District 09","=""2090012""","Female","*","*"
"Regional School District 09","=""2090012""","Male","*","*"
"Regional School District 10","=""2100012""","Female",9,0.8
"Regional School District 10","=""2100012""","Male",63,5.1
"Regional School District 11","=""2110012""","Female","*","*"
"Regional School District 11","=""2110012""","Male","*","*"
"Regional School District 12","=""2120012""","Female","*","*"
"Regional School District 12","=""2120012""","Male","*","*"
"Regional School District 13","=""2130012""","Female",9,1.0
"Regional School District 13","=""2130012""","Male",30,3.3
"Regional School District 14","=""2140012""","Female",8,0.9
"Regional School District 14","=""2140012""","Male",34,4.0
"Regional School District 15","=""2150012""","Female",19,1.1
"Regional School District 15","=""2150012""","Male",93,4.6
"Regional School District 16","=""2160012""","Female",10,0.9
"Regional School District 16","=""2160012""","Male",104,9.2
"Regional School District 17","=""2170012""","Female",13,1.3
"Regional School District 17","=""2170012""","Male",82,7.2
"Regional School District 18","=""2180012""","Female",9,1.4
"Regional School District 18","=""2180012""","Male",41,6.3
"Regional School District 19","=""2190012""","Female",8,1.3
"Regional School District 19","=""2190012""","Male",31,5.3
"Ridgefield School District","=""1180011""","Female",25,1.0
"Ridgefield School District","=""1180011""","Male",64,2.5
"Rocky Hill School District","=""1190011""","Female",11,0.8
"Rocky Hill School District","=""1190011""","Male",45,3.4
"Salem School District","=""1210011""","Female","*","*"
"Salem School District","=""1210011""","Male","*","*"
"Salisbury School District","=""1220011""","Female","N/A","N/A"
"Salisbury School District","=""1220011""","Male","*","*"
"Scotland School District","=""1230011""","Female","*","*"
"Scotland School District","=""1230011""","Male","*","*"
"Seymour School District","=""1240011""","Female",27,2.5
"Seymour School District","=""1240011""","Male",82,7.3
"Sharon School District","=""1250011""","Female","N/A","N/A"
"Sharon School District","=""1250011""","Male","*","*"
"Shelton School District","=""1260011""","Female",84,3.6
"Shelton School District","=""1260011""","Male",156,6.2
"Sherman School District","=""1270011""","Female","*","*"
"Sherman School District","=""1270011""","Male","*","*"
"Side By Side Charter School District","=""2700013""","Female","*","*"
"Side By Side Charter School District","=""2700013""","Male","*","*"
"Simsbury School District","=""1280011""","Female",27,1.3
"Simsbury School District","=""1280011""","Male",67,3.1
"Somers School District","=""1290011""","Female",12,1.7
"Somers School District","=""1290011""","Male",52,7.1
"South Windsor School District","=""1320011""","Female",36,1.7
"South Windsor School District","=""1320011""","Male",139,6.4
"Southington School District","=""1310011""","Female",13,0.4
"Southington School District","=""1310011""","Male",51,1.5
"Sprague School District","=""1330011""","Female",9,6.3
"Sprague School District","=""1330011""","Male",16,8.5
"Stafford School District","=""1340011""","Female",20,2.7
"Stafford School District","=""1340011""","Male",35,4.4
"Stamford Academy District","=""2820013""","Female",11,15.7
"Stamford Academy District","=""2820013""","Male",9,9.9
"Stamford Charter School for Excellence District","=""2960013""","Female","*","*"
"Stamford Charter School for Excellence District","=""2960013""","Male","*","*"
"Stamford School District","=""1350011""","Female",231,2.9
"Stamford School District","=""1350011""","Male",412,4.9
"Sterling School District","=""1360011""","Female","*","*"
"Sterling School District","=""1360011""","Male","*","*"
"Stonington School District","=""1370011""","Female",25,2.4
"Stonington School District","=""1370011""","Male",88,8.0
"Stratford School District","=""1380011""","Female",128,3.8
"Stratford School District","=""1380011""","Male",347,9.7
"Suffield School District","=""1390011""","Female",35,3.1
"Suffield School District","=""1390011""","Male",69,6.1
"The Bridge Academy District","=""2690013""","Female",18,12.9
"The Bridge Academy District","=""2690013""","Male",33,26.4
"The Gilbert School District","=""9020022""","Female",28,12.0
"The Gilbert School District","=""9020022""","Male",63,19.0
"Thomaston School District","=""1400011""","Female",18,4.0
"Thomaston School District","=""1400011""","Male",70,15.6
"Thompson School District","=""1410011""","Female",19,4.2
"Thompson School District","=""1410011""","Male",63,11.5
"Tolland School District","=""1420011""","Female",20,1.6
"Tolland School District","=""1420011""","Male",71,5.6
"Torrington School District","=""1430011""","Female",72,3.6
"Torrington School District","=""1430011""","Male",209,9.4
"Trailblazers Academy District","=""2780013""","Female",15,27.3
"Trailblazers Academy District","=""2780013""","Male",37,46.8
"Trumbull School District","=""1440011""","Female",10,0.3
"Trumbull School District","=""1440011""","Male",85,2.5
"Unified School District #1","=""3360015""","Female","N/A","*"
"Unified School District #1","=""3360015""","Male","N/A","N/A"
"Unified School District #2","=""3470015""","Female",9,13.6
"Unified School District #2","=""3470015""","Male",58,46.8
"Union School District","=""1450011""","Female","N/A","N/A"
"Union School District","=""1450011""","Male","N/A","N/A"
"Vernon School District","=""1460011""","Female",105,6.7
"Vernon School District","=""1460011""","Male",204,12.6
"Voluntown School District","=""1470011""","Female","N/A","N/A"
"Voluntown School District","=""1470011""","Male","*","*"
"Wallingford School District","=""1480011""","Female",44,1.5
"Wallingford School District","=""1480011""","Male",196,6.5
"Waterbury School District","=""1510011""","Female",1236,13.3
"Waterbury School District","=""1510011""","Male",2169,21.7
"Waterford School District","=""1520011""","Female",32,2.6
"Waterford School District","=""1520011""","Male",91,7.0
"Watertown School District","=""1530011""","Female",34,2.6
"Watertown School District","=""1530011""","Male",139,9.3
"West Hartford School District","=""1550011""","Female",109,2.3
"West Hartford School District","=""1550011""","Male",300,5.9
"West Haven School District","=""1560011""","Female",107,3.8
"West Haven School District","=""1560011""","Male",240,7.8
"Westbrook School District","=""1540011""","Female",6,1.5
"Westbrook School District","=""1540011""","Male",14,3.5
"Weston School District","=""1570011""","Female",7,0.6
"Weston School District","=""1570011""","Male",44,3.5
"Westport School District","=""1580011""","Female",22,0.8
"Westport School District","=""1580011""","Male",70,2.4
"Wethersfield School District","=""1590011""","Female",35,2.0
"Wethersfield School District","=""1590011""","Male",95,5.2
"Willington School District","=""1600011""","Female","*","*"
"Willington School District","=""1600011""","Male","*","*"
"Wilton School District","=""1610011""","Female",10,0.5
"Wilton School District","=""1610011""","Male",32,1.6
"Winchester School District","=""1620011""","Female",8,3.1
"Winchester School District","=""1620011""","Male",22,6.8
"Windham School District","=""1630011""","Female",139,8.8
"Windham School District","=""1630011""","Male",256,14.4
"Windsor Locks School District","=""1650011""","Female",27,3.4
"Windsor Locks School District","=""1650011""","Male",60,7.5
"Windsor School District","=""1640011""","Female",100,6.4
"Windsor School District","=""1640011""","Male",260,15.0
"Wolcott School District","=""1660011""","Female",20,1.8
"Wolcott School District","=""1660011""","Male",66,5.4
"Woodbridge School District","=""1670011""","Female","N/A","N/A"
"Woodbridge School District","=""1670011""","Male","*","*"
"Woodstock Academy District","=""9030022""","Female",12,2.2
"Woodstock Academy District","=""9030022""","Male",42,8.2
"Woodstock School District","=""1690011""","Female",7,1.6
"Woodstock School District","=""1690011""","Male",15,3.5

