"District","District Code","Gender","Count","%"
"Colchester School District","=""0280011""","Male",131,7.9
"Colebrook School District","=""0290011""","Female","N/A","N/A"
"Colebrook School District","=""0290011""","Male","N/A","N/A"
"Columbia School District","=""0300011""","Female","*","*"
"Columbia School District","=""0300011""","Male","*","*"
"Common Ground High School District","=""2680013""","Female",11,14.1
"Common Ground High School District","=""2680013""","Male",8,10.7
"Connecticut Technical High School System","=""9000016""","Female",802,21.4
"Connecticut Technical High School System","=""9000016""","Male",1864,28.4
"Cooperative Educational Services","=""2430014""","Female",18,5.5
"Cooperative Educational Services","=""2430014""","Male",60,12.7
"Cornwall School District","=""0310011""","Female","N/A","N/A"
"Cornwall School District","=""0310011""","Male","N/A","N/A"
"Coventry School District","=""0320011""","Female",42,4.5
"Coventry School District","=""0320011""","Male",143,14.4
"Cromwell School District","=""0330011""","Female",61,6.1
"Cromwell School District","=""0330011""","Male",120,11.2
"Danbury School District","=""0340011""","Female",359,6.9
"Danbury School District","=""0340011""","Male",706,12.9
"Darien School District","=""0350011""","Female",11,0.5
"Darien School District","=""0350011""","Male",42,1.7
"Deep River School District","=""0360011""","Female","N/A","N/A"
"Deep River School District","=""0360011""","Male","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Female","N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""","Male","N/A","*"
"Derby School District","=""0370011""","Female",78,11.0
"Derby School District","=""0370011""","Male",151,19.5
"East Granby School District","=""0400011""","Female",8,1.8
"East Granby School District","=""0400011""","Male",33,7.0
"East Haddam School District","=""0410011""","Female",12,1.8
"East Haddam School District","=""0410011""","Male",32,4.4
"East Hampton School District","=""0420011""","Female",23,2.3
"East Hampton School District","=""0420011""","Male",48,4.6
"East Hartford School District","=""0430011""","Female",553,15.5
"East Hartford School District","=""0430011""","Male",986,25.5
"East Haven School District","=""0440011""","Female",118,6.9
"East Haven School District","=""0440011""","Male",278,15.1
"East Lyme School District","=""0450011""","Female",26,1.7
"East Lyme School District","=""0450011""","Male",79,5.0
"East Windsor School District","=""0470011""","Female",46,6.9
"East Windsor School District","=""0470011""","Male",117,15.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Female",12,11.8
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Male",19,19.8
"Eastford School District","=""0390011""","Female","*","*"
"Eastford School District","=""0390011""","Male","*","*"
"Easton School District","=""0460011""","Female","N/A","N/A"
"Easton School District","=""0460011""","Male",12,2.0
"Education Connection","=""2420014""","Female","N/A","N/A"
"Education Connection","=""2420014""","Male",8,10.7
"Ellington School District","=""0480011""","Female",37,2.7
"Ellington School District","=""0480011""","Male",106,7.9
"Elm City College Preparatory School District","=""2890013""","Female",29,10.5
"Elm City College Preparatory School District","=""2890013""","Male",65,25.0
"Enfield School District","=""0490011""","Female",143,4.8
"Enfield School District","=""0490011""","Male",326,10.4
"Essex School District","=""0500011""","Female","N/A","N/A"
"Essex School District","=""0500011""","Male","*","*"
"Explorations District","=""2720013""","Female","*","*"
"Explorations District","=""2720013""","Male","*","*"
"Fairfield School District","=""0510011""","Female",59,1.2
"Fairfield School District","=""0510011""","Male",213,4.1
"Farmington School District","=""0520011""","Female",34,1.7
"Farmington School District","=""0520011""","Male",90,4.1
"Franklin School District","=""0530011""","Female","N/A","N/A"
"Franklin School District","=""0530011""","Male","*","*"
"Glastonbury School District","=""0540011""","Female",42,1.2
"Glastonbury School District","=""0540011""","Male",109,3.1
"Granby School District","=""0560011""","Female",18,1.6
"Granby School District","=""0560011""","Male",34,2.8
"Greenwich School District","=""0570011""","Female",50,1.2
"Greenwich School District","=""0570011""","Male",178,3.8
"Griswold School District","=""0580011""","Female",82,8.0
"Griswold School District","=""0580011""","Male",166,15.5
"Groton School District","=""0590011""","Female",113,4.7
"Groton School District","=""0590011""","Male",265,10.5
"Guilford School District","=""0600011""","Female",17,0.9
"Guilford School District","=""0600011""","Male",86,4.6
"Hamden School District","=""0620011""","Female",216,7.5
"Hamden School District","=""0620011""","Male",567,17.6
"Hampton School District","=""0630011""","Female","N/A","N/A"
"Hampton School District","=""0630011""","Male",6,6.8
"Hartford School District","=""0640011""","Female",1635,15.6
"Hartford School District","=""0640011""","Male",2960,26.7
"Hartland School District","=""0650011""","Female","N/A","N/A"
"Hartland School District","=""0650011""","Male","*","*"
"Hebron School District","=""0670011""","Female","N/A","N/A"
"Hebron School District","=""0670011""","Male","*","*"
"Highville Charter School District","=""2860013""","Female","N/A","N/A"
"Highville Charter School District","=""2860013""","Male","N/A","N/A"
"Integrated Day Charter School District","=""2640013""","Female","*","*"
"Integrated Day Charter School District","=""2640013""","Male","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Female",8,8.6
"Interdistrict School for Arts and Comm District","=""2650013""","Male",22,25.6
"Jumoke Academy District","=""2610013""","Female","N/A","N/A"
"Jumoke Academy District","=""2610013""","Male","N/A","N/A"
"Kent School District","=""0680011""","Female","N/A","N/A"
"Kent School District","=""0680011""","Male","N/A","N/A"
"Killingly School District","=""0690011""","Female",87,6.7
"Killingly School District","=""0690011""","Male",213,15.1
"Learn","=""2450014""","Female","*","*"
"Learn","=""2450014""","Male","*","*"
"Lebanon School District","=""0710011""","Female",19,2.5
"Lebanon School District","=""0710011""","Male",52,7.4
"Ledyard School District","=""0720011""","Female",32,2.4
"Ledyard School District","=""0720011""","Male",79,6.0
"Lisbon School District","=""0730011""","Female",6,2.3
"Lisbon School District","=""0730011""","Male",9,3.0
"Litchfield School District","=""0740011""","Female",20,3.3
"Litchfield School District","=""0740011""","Male",38,6.3
"Madison School District","=""0760011""","Female",26,1.4
"Madison School District","=""0760011""","Male",90,4.7
"Manchester School District","=""0770011""","Female",255,7.8
"Manchester School District","=""0770011""","Male",505,13.9
"Mansfield School District","=""0780011""","Female",7,1.1
"Mansfield School District","=""0780011""","Male",16,2.3
"Marlborough School District","=""0790011""","Female","N/A","N/A"
"Marlborough School District","=""0790011""","Male","*","*"
"Meriden School District","=""0800011""","Female",579,14.2
"Meriden School District","=""0800011""","Male",1062,23.8
"Middletown School District","=""0830011""","Female",186,7.4
"Middletown School District","=""0830011""","Male",372,13.6
"Milford School District","=""0840011""","Female",102,2.9
"Milford School District","=""0840011""","Male",263,7.0
"Monroe School District","=""0850011""","Female",12,0.6
"Monroe School District","=""0850011""","Male",78,3.8
"Montville School District","=""0860011""","Female",84,6.3
"Montville School District","=""0860011""","Male",158,11.3
"Naugatuck School District","=""0880011""","Female",135,5.8
"Naugatuck School District","=""0880011""","Male",366,14.3
"New Beginnings Inc., Family Academy District","=""2800013""","Female",22,11.5
"New Beginnings Inc., Family Academy District","=""2800013""","Male",42,26.1
"New Britain School District","=""0890011""","Female",613,12.6
"New Britain School District","=""0890011""","Male",1196,21.9
"New Canaan School District","=""0900011""","Female",8,0.4
"New Canaan School District","=""0900011""","Male",28,1.4
"New Fairfield School District","=""0910011""","Female",29,2.0
"New Fairfield School District","=""0910011""","Male",98,6.1
"New Hartford School District","=""0920011""","Female","*","*"
"New Hartford School District","=""0920011""","Male","*","*"
"New Haven School District","=""0930011""","Female",975,9.8
"New Haven School District","=""0930011""","Male",1788,17.7
"New London School District","=""0950011""","Female",211,14.9
"New London School District","=""0950011""","Male",352,21.2
"New Milford School District","=""0960011""","Female",99,4.2
"New Milford School District","=""0960011""","Male",267,10.6
"Newington School District","=""0940011""","Female",73,3.3
"Newington School District","=""0940011""","Male",203,8.7
"Newtown School District","=""0970011""","Female",44,1.7
"Newtown School District","=""0970011""","Male",108,3.8
"Norfolk School District","=""0980011""","Female","N/A","N/A"
"Norfolk School District","=""0980011""","Male","N/A","N/A"
"North Branford School District","=""0990011""","Female",47,4.0
"North Branford School District","=""0990011""","Male",160,13.5
"North Canaan School District","=""1000011""","Female","*","*"
"North Canaan School District","=""1000011""","Male","*","*"
"North Haven School District","=""1010011""","Female",30,1.6
"North Haven School District","=""1010011""","Male",76,4.0
"North Stonington School District","=""1020011""","Female",10,2.7
"North Stonington School District","=""1020011""","Male",61,14.0
"Norwalk School District","=""1030011""","Female",299,5.6
"Norwalk School District","=""1030011""","Male",723,12.7
"Norwich Free Academy District","=""9010022""","Female",89,7.1
"Norwich Free Academy District","=""9010022""","Male",141,12.5
"Norwich School District","=""1040011""","Female",113,5.8
"Norwich School District","=""1040011""","Male",240,11.7
"Odyssey Community School District","=""2630013""","Female","*","*"
"Odyssey Community School District","=""2630013""","Male","*","*"
"Old Saybrook School District","=""1060011""","Female",12,1.5
"Old Saybrook School District","=""1060011""","Male",51,6.3
"Orange School District","=""1070011""","Female","*","*"
"Orange School District","=""1070011""","Male","*","*"
"Oxford School District","=""1080011""","Female",7,0.7
"Oxford School District","=""1080011""","Male",38,3.4
"Park City Prep Charter School District","=""2830013""","Female",59,51.3
"Park City Prep Charter School District","=""2830013""","Male",92,74.2
"Plainfield School District","=""1090011""","Female",49,3.7
"Plainfield School District","=""1090011""","Male",176,12.7
"Plainville School District","=""1100011""","Female",35,2.8
"Plainville School District","=""1100011""","Male",88,6.8
"Plymouth School District","=""1110011""","Female",42,4.9
"Plymouth School District","=""1110011""","Male",105,10.8
"Pomfret School District","=""1120011""","Female","N/A","N/A"
"Pomfret School District","=""1120011""","Male",6,2.2
"Portland School District","=""1130011""","Female",23,3.3
"Portland School District","=""1130011""","Male",38,5.2
"Preston School District","=""1140011""","Female","*","*"
"Preston School District","=""1140011""","Male","*","*"
"Putnam School District","=""1160011""","Female",33,5.7
"Putnam School District","=""1160011""","Male",122,18.1
"Redding School District","=""1170011""","Female","N/A","N/A"
"Redding School District","=""1170011""","Male",25,3.9
"Regional School District 01","=""2010012""","Female",9,3.7
"Regional School District 01","=""2010012""","Male",34,13.0
"Regional School District 04","=""2040012""","Female",21,4.4
"Regional School District 04","=""2040012""","Male",63,12.4
"Regional School District 05","=""2050012""","Female",37,3.1
"Regional School District 05","=""2050012""","Male",101,7.7
"Regional School District 06","=""2060012""","Female",18,3.3
"Regional School District 06","=""2060012""","Male",50,9.7
"Regional School District 07","=""2070012""","Female",17,2.9
"Regional School District 07","=""2070012""","Male",51,9.0
"Regional School District 08","=""2080012""","Female",29,3.6
"Regional School District 08","=""2080012""","Male",122,13.0
"Regional School District 09","=""2090012""","Female","N/A","N/A"
"Regional School District 09","=""2090012""","Male",24,5.2
"Regional School District 10","=""2100012""","Female",33,2.4
"Regional School District 10","=""2100012""","Male",105,7.0
"Regional School District 11","=""2110012""","Female",15,10.6
"Regional School District 11","=""2110012""","Male",37,24.7
"Regional School District 12","=""2120012""","Female",26,5.7
"Regional School District 12","=""2120012""","Male",52,10.0
"Regional School District 13","=""2130012""","Female",8,0.8
"Regional School District 13","=""2130012""","Male",37,3.4
"Regional School District 14","=""2140012""","Female",16,1.5
"Regional School District 14","=""2140012""","Male",73,7.1
"Regional School District 15","=""2150012""","Female",37,1.7
"Regional School District 15","=""2150012""","Male",88,3.7
"Regional School District 16","=""2160012""","Female",38,2.9
"Regional School District 16","=""2160012""","Male",126,9.6
"Regional School District 17","=""2170012""","Female",21,1.7
"Regional School District 17","=""2170012""","Male",103,7.8
"Regional School District 18","=""2180012""","Female",10,1.4
"Regional School District 18","=""2180012""","Male",25,3.3
"Regional School District 19","=""2190012""","Female",23,3.8
"Regional School District 19","=""2190012""","Male",49,8.2
"Ridgefield School District","=""1180011""","Female",11,0.4
"Ridgefield School District","=""1180011""","Male",67,2.4
"Rocky Hill School District","=""1190011""","Female",30,2.3
"Rocky Hill School District","=""1190011""","Male",98,7.2
"Salem School District","=""1210011""","Female","N/A","N/A"
"Salem School District","=""1210011""","Male",10,3.9
"Salisbury School District","=""1220011""","Female","*","*"
"Salisbury School District","=""1220011""","Male","*","*"
"Scotland School District","=""1230011""","Female","N/A","N/A"
"Scotland School District","=""1230011""","Male",6,7.1
"Seymour School District","=""1240011""","Female",83,6.8
"Seymour School District","=""1240011""","Male",157,12.5
"Sharon School District","=""1250011""","Female","N/A","N/A"
"Sharon School District","=""1250011""","Male","*","*"
"Shelton School District","=""1260011""","Female",93,3.5
"Shelton School District","=""1260011""","Male",200,7.2
"Sherman School District","=""1270011""","Female","*","*"
"Sherman School District","=""1270011""","Male","*","*"
"Side By Side Charter School District","=""2700013""","Female",9,8.3
"Side By Side Charter School District","=""2700013""","Male",6,5.2
"Simsbury School District","=""1280011""","Female",31,1.3
"Simsbury School District","=""1280011""","Male",117,4.5
"Somers School District","=""1290011""","Female",18,2.2
"Somers School District","=""1290011""","Male",58,6.7
"South Windsor School District","=""1320011""","Female",68,3.0
"South Windsor School District","=""1320011""","Male",143,5.7
"Southington School District","=""1310011""","Female",94,2.8
"Southington School District","=""1310011""","Male",243,7.0
"Sprague School District","=""1330011""","Female",8,4.8
"Sprague School District","=""1330011""","Male",7,3.7
"Stafford School District","=""1340011""","Female",90,9.7
"Stafford School District","=""1340011""","Male",164,17.3
"Stamford Academy District","=""2820013""","Female","N/A","N/A"
"Stamford Academy District","=""2820013""","Male","N/A","N/A"
"Stamford School District","=""1350011""","Female",164,2.2
"Stamford School District","=""1350011""","Male",428,5.4
"Sterling School District","=""1360011""","Female","*","*"
"Sterling School District","=""1360011""","Male","*","*"
"Stonington School District","=""1370011""","Female",35,2.8
"Stonington School District","=""1370011""","Male",94,7.2
"Stratford School District","=""1380011""","Female",196,5.3
"Stratford School District","=""1380011""","Male",476,12.6
"Suffield School District","=""1390011""","Female",61,4.7
"Suffield School District","=""1390011""","Male",129,10.0
"The Bridge Academy District","=""2690013""","Female",44,30.8
"The Bridge Academy District","=""2690013""","Male",50,43.5
"The Gilbert School District","=""9020022""","Female",33,16.0
"The Gilbert School District","=""9020022""","Male",26,15.6
"Thomaston School District","=""1400011""","Female",38,6.5
"Thomaston School District","=""1400011""","Male",60,9.7
"Thompson School District","=""1410011""","Female",16,2.4
"Thompson School District","=""1410011""","Male",61,8.9
"Tolland School District","=""1420011""","Female",31,2.0
"Tolland School District","=""1420011""","Male",97,6.0
"Torrington School District","=""1430011""","Female",115,5.2
"Torrington School District","=""1430011""","Male",262,10.4
"Trailblazers Academy District","=""2780013""","Female","*","*"
"Trailblazers Academy District","=""2780013""","Male","*","*"
"Trumbull School District","=""1440011""","Female",25,0.7
"Trumbull School District","=""1440011""","Male",124,3.5
"Unified School District #1","=""3360015""","Female","N/A","N/A"
"Unified School District #1","=""3360015""","Male","N/A","N/A"
"Unified School District #2","=""3470015""","Female",12,13.6
"Unified School District #2","=""3470015""","Male",63,26.1
"Union School District","=""1450011""","Female","N/A","N/A"
"Union School District","=""1450011""","Male","N/A","N/A"
"Vernon School District","=""1460011""","Female",120,6.6
"Vernon School District","=""1460011""","Male",256,13.7
"Voluntown School District","=""1470011""","Female","N/A","N/A"
"Voluntown School District","=""1470011""","Male",14,9.0
"Wallingford School District","=""1480011""","Female",161,4.7
"Wallingford School District","=""1480011""","Male",331,9.9
"Waterbury School District","=""1510011""","Female",1615,18.1
"Waterbury School District","=""1510011""","Male",2668,28.3
"Waterford School District","=""1520011""","Female",58,4.2
"Waterford School District","=""1520011""","Male",164,10.8
"Watertown School District","=""1530011""","Female",57,3.5
"Watertown School District","=""1530011""","Male",187,11.2
"West Hartford School District","=""1550011""","Female",168,3.3
"West Hartford School District","=""1550011""","Male",418,8.0
"West Haven School District","=""1560011""","Female",286,9.2
"West Haven School District","=""1560011""","Male",534,16.3
"Westbrook School District","=""1540011""","Female",19,4.1
"Westbrook School District","=""1540011""","Male",47,9.2
"Weston School District","=""1570011""","Female","*","*"
"Weston School District","=""1570011""","Male","*","*"
"Westport School District","=""1580011""","Female",43,1.5
"Westport School District","=""1580011""","Male",82,2.8
"Wethersfield School District","=""1590011""","Female",37,2.0
"Wethersfield School District","=""1590011""","Male",105,5.3
"Willington School District","=""1600011""","Female",9,3.4
"Willington School District","=""1600011""","Male",16,5.7
"Wilton School District","=""1610011""","Female",9,0.4
"Wilton School District","=""1610011""","Male",42,1.9
"Winchester School District","=""1620011""","Female","*","*"
"Winchester School District","=""1620011""","Male","*","*"
"Windham School District","=""1630011""","Female",196,11.9
"Windham School District","=""1630011""","Male",385,20.8
"Windsor Locks School District","=""1650011""","Female",53,6.1
"Windsor Locks School District","=""1650011""","Male",124,12.9
"Windsor School District","=""1640011""","Female",166,8.9
"Windsor School District","=""1640011""","Male",338,17.0
"Wolcott School District","=""1660011""","Female",31,2.2
"Wolcott School District","=""1660011""","Male",116,8.0
"Woodbridge School District","=""1670011""","Female","N/A","N/A"
"Woodbridge School District","=""1670011""","Male","*","*"
"Woodstock Academy District","=""9030022""","Female",27,4.5
"Woodstock Academy District","=""9030022""","Male",57,10.6
"Woodstock School District","=""1690011""","Female",7,1.6
"Woodstock School District","=""1690011""","Male",14,2.8

