"District","District Code","Gender","Count","%"
"Canton School District","=""0230011""","Female",6,0.8
"Canton School District","=""0230011""","Male",30,3.7
"Capital Preparatory Harbor School District","=""2970013""","Female",21,6.5
"Capital Preparatory Harbor School District","=""2970013""","Male",50,14.9
"Capitol Region Education Council","=""2410014""","Female",307,6.9
"Capitol Region Education Council","=""2410014""","Male",413,9.4
"Chaplin School District","=""0240011""","Female","N/A","N/A"
"Chaplin School District","=""0240011""","Male","N/A","N/A"
"Cheshire School District","=""0250011""","Female",18,0.8
"Cheshire School District","=""0250011""","Male",82,3.7
"Chester School District","=""0260011""","Female","*","*"
"Chester School District","=""0260011""","Male","*","*"
"Clinton School District","=""0270011""","Female",18,2.1
"Clinton School District","=""0270011""","Male",60,6.5
"Colchester School District","=""0280011""","Female",41,3.5
"Colchester School District","=""0280011""","Male",76,6.2
"Colebrook School District","=""0290011""","Female","N/A","N/A"
"Colebrook School District","=""0290011""","Male","*","*"
"Columbia School District","=""0300011""","Female","*","*"
"Columbia School District","=""0300011""","Male","*","*"
"Common Ground High School District","=""2680013""","Female","*","*"
"Common Ground High School District","=""2680013""","Male","*","*"
"Connecticut Technical Education and Career System","=""9000016""","Female",540,12.3
"Connecticut Technical Education and Career System","=""9000016""","Male",1164,18.1
"Cooperative Educational Services","=""2430014""","Female",12,3.3
"Cooperative Educational Services","=""2430014""","Male",26,4.8
"Cornwall School District","=""0310011""","Female","N/A","N/A"
"Cornwall School District","=""0310011""","Male","*","*"
"Coventry School District","=""0320011""","Female",16,1.9
"Coventry School District","=""0320011""","Male",40,4.7
"Cromwell School District","=""0330011""","Female",22,2.3
"Cromwell School District","=""0330011""","Male",102,9.8
"Danbury School District","=""0340011""","Female",232,3.9
"Danbury School District","=""0340011""","Male",631,10.0
"Darien School District","=""0350011""","Female",17,0.7
"Darien School District","=""0350011""","Male",39,1.6
"Deep River School District","=""0360011""","Female","N/A","N/A"
"Deep River School District","=""0360011""","Male","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Female","N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""","Male","N/A","*"
"Derby School District","=""0370011""","Female",64,9.9
"Derby School District","=""0370011""","Male",129,17.2
"East Granby School District","=""0400011""","Female",7,1.6
"East Granby School District","=""0400011""","Male",38,8.4
"East Haddam School District","=""0410011""","Female",11,2.3
"East Haddam School District","=""0410011""","Male",34,6.1
"East Hampton School District","=""0420011""","Female",19,2.0
"East Hampton School District","=""0420011""","Male",67,6.9
"East Hartford School District","=""0430011""","Female",352,10.2
"East Hartford School District","=""0430011""","Male",663,16.9
"East Haven School District","=""0440011""","Female","*","*"
"East Haven School District","=""0440011""","Male",125,8.0
"East Lyme School District","=""0450011""","Female",23,1.7
"East Lyme School District","=""0450011""","Male",64,4.5
"East Windsor School District","=""0470011""","Female",36,6.6
"East Windsor School District","=""0470011""","Male",72,11.8
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Female",19,7.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Male",24,10.9
"Eastford School District","=""0390011""","Female","N/A","N/A"
"Eastford School District","=""0390011""","Male","*","*"
"Easton School District","=""0460011""","Female","N/A","N/A"
"Easton School District","=""0460011""","Male","*","*"
"EdAdvance","=""2420014""","Female",6,4.5
"EdAdvance","=""2420014""","Male",28,13.6
"Ellington School District","=""0480011""","Female",37,2.7
"Ellington School District","=""0480011""","Male",119,8.3
"Elm City College Preparatory School District","=""2890013""","Female",32,8.2
"Elm City College Preparatory School District","=""2890013""","Male",58,15.5
"Elm City Montessori School District","=""2910013""","Female","*","*"
"Elm City Montessori School District","=""2910013""","Male","*","*"
"Enfield School District","=""0490011""","Female",129,5.1
"Enfield School District","=""0490011""","Male",316,11.4
"Essex School District","=""0500011""","Female","N/A","N/A"
"Essex School District","=""0500011""","Male","N/A","N/A"
"Explorations District","=""2720013""","Female","*","*"
"Explorations District","=""2720013""","Male","*","*"
"Fairfield School District","=""0510011""","Female",28,0.6
"Fairfield School District","=""0510011""","Male",153,2.9
"Farmington School District","=""0520011""","Female",18,0.9
"Farmington School District","=""0520011""","Male",60,2.8
"Franklin School District","=""0530011""","Female","N/A","N/A"
"Franklin School District","=""0530011""","Male","*","*"
"Glastonbury School District","=""0540011""","Female",59,2.0
"Glastonbury School District","=""0540011""","Male",147,4.8
"Granby School District","=""0560011""","Female",8,0.8
"Granby School District","=""0560011""","Male",38,4.0
"Great Oaks Charter School District","=""2940013""","Female",30,11.8
"Great Oaks Charter School District","=""2940013""","Male",41,18.9
"Greenwich School District","=""0570011""","Female",27,0.6
"Greenwich School District","=""0570011""","Male",101,2.1
"Griswold School District","=""0580011""","Female",36,4.0
"Griswold School District","=""0580011""","Male",98,10.5
"Groton School District","=""0590011""","Female","*","*"
"Groton School District","=""0590011""","Male",226,9.5
"Guilford School District","=""0600011""","Female",7,0.4
"Guilford School District","=""0600011""","Male",65,3.8
"Hamden School District","=""0620011""","Female",159,5.8
"Hamden School District","=""0620011""","Male",330,10.9
"Hampton School District","=""0630011""","Female","N/A","N/A"
"Hampton School District","=""0630011""","Male","N/A","N/A"
"Hartford School District","=""0640011""","Female",940,9.4
"Hartford School District","=""0640011""","Male",1586,14.6
"Hartland School District","=""0650011""","Female","N/A","N/A"
"Hartland School District","=""0650011""","Male","*","*"
"Hebron School District","=""0670011""","Female","*","*"
"Hebron School District","=""0670011""","Male","*","*"
"Highville Charter School District","=""2860013""","Female",28,10.1
"Highville Charter School District","=""2860013""","Male",32,14.0
"Integrated Day Charter School District","=""2640013""","Female","*","*"
"Integrated Day Charter School District","=""2640013""","Male","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Female",15,9.9
"Interdistrict School for Arts and Comm District","=""2650013""","Male",26,19.5
"Jumoke Academy District","=""2610013""","Female",21,5.3
"Jumoke Academy District","=""2610013""","Male",60,17.2
"Kent School District","=""0680011""","Female","N/A","N/A"
"Kent School District","=""0680011""","Male","*","*"
"Killingly School District","=""0690011""","Female","*","*"
"Killingly School District","=""0690011""","Male",161,12.4
"Learn","=""2450014""","Female",99,7.7
"Learn","=""2450014""","Male",122,9.6
"Lebanon School District","=""0710011""","Female",8,1.6
"Lebanon School District","=""0710011""","Male",40,7.4
"Ledyard School District","=""0720011""","Female",29,2.4
"Ledyard School District","=""0720011""","Male",107,8.2
"Lisbon School District","=""0730011""","Female","*","*"
"Lisbon School District","=""0730011""","Male","*","*"
"Litchfield School District","=""0740011""","Female",12,2.8
"Litchfield School District","=""0740011""","Male",28,5.9
"Madison School District","=""0760011""","Female","*","*"
"Madison School District","=""0760011""","Male","*","*"
"Manchester School District","=""0770011""","Female",229,7.3
"Manchester School District","=""0770011""","Male",513,14.6
"Mansfield School District","=""0780011""","Female","*","*"
"Mansfield School District","=""0780011""","Male","*","*"
"Marlborough School District","=""0790011""","Female","N/A","N/A"
"Marlborough School District","=""0790011""","Male","*","*"
"Meriden School District","=""0800011""","Female",174,4.3
"Meriden School District","=""0800011""","Male",339,7.7
"Middletown School District","=""0830011""","Female",141,5.9
"Middletown School District","=""0830011""","Male",253,10.4
"Milford School District","=""0840011""","Female",78,2.7
"Milford School District","=""0840011""","Male",192,6.4
"Monroe School District","=""0850011""","Female",12,0.7
"Monroe School District","=""0850011""","Male",53,3.3
"Montville School District","=""0860011""","Female",45,4.3
"Montville School District","=""0860011""","Male",91,8.2
"Naugatuck School District","=""0880011""","Female",124,5.7
"Naugatuck School District","=""0880011""","Male",274,11.4
"New Beginnings Inc Family Academy District","=""2800013""","Female","*","*"
"New Beginnings Inc Family Academy District","=""2800013""","Male","*","*"
"New Britain School District","=""0890011""","Female",434,8.4
"New Britain School District","=""0890011""","Male",761,13.3
"New Canaan School District","=""0900011""","Female",10,0.5
"New Canaan School District","=""0900011""","Male",31,1.4
"New Fairfield School District","=""0910011""","Female",10,0.9
"New Fairfield School District","=""0910011""","Male",49,4.2
"New Hartford School District","=""0920011""","Female","N/A","N/A"
"New Hartford School District","=""0920011""","Male",9,3.7
"New Haven School District","=""0930011""","Female",633,5.8
"New Haven School District","=""0930011""","Male",993,8.8
"New London School District","=""0950011""","Female",116,6.5
"New London School District","=""0950011""","Male",203,10.3
"New Milford School District","=""0960011""","Female","*","*"
"New Milford School District","=""0960011""","Male",188,8.7
"Newington School District","=""0940011""","Female",49,2.4
"Newington School District","=""0940011""","Male",135,6.3
"Newtown School District","=""0970011""","Female",21,1.0
"Newtown School District","=""0970011""","Male",77,3.4
"Norfolk School District","=""0980011""","Female","*","*"
"Norfolk School District","=""0980011""","Male","*","*"
"North Branford School District","=""0990011""","Female",24,2.8
"North Branford School District","=""0990011""","Male",78,8.6
"North Canaan School District","=""1000011""","Female","*","*"
"North Canaan School District","=""1000011""","Male","*","*"
"North Haven School District","=""1010011""","Female",27,1.7
"North Haven School District","=""1010011""","Male",97,5.7
"North Stonington School District","=""1020011""","Female","*","*"
"North Stonington School District","=""1020011""","Male","*","*"
"Norwalk School District","=""1030011""","Female",196,3.4
"Norwalk School District","=""1030011""","Male",408,6.6
"Norwich Free Academy District","=""9010022""","Female",129,10.3
"Norwich Free Academy District","=""9010022""","Male",188,15.2
"Norwich School District","=""1040011""","Female",134,7.2
"Norwich School District","=""1040011""","Male",223,10.8
"Odyssey Community School District","=""2630013""","Female","*","*"
"Odyssey Community School District","=""2630013""","Male","*","*"
"Old Saybrook School District","=""1060011""","Female","*","*"
"Old Saybrook School District","=""1060011""","Male","*","*"
"Orange School District","=""1070011""","Female","N/A","N/A"
"Orange School District","=""1070011""","Male",16,2.5
"Oxford School District","=""1080011""","Female",19,2.1
"Oxford School District","=""1080011""","Male",52,5.7
"Park City Prep Charter School District","=""2830013""","Female","*","*"
"Park City Prep Charter School District","=""2830013""","Male","*","*"
"Plainfield School District","=""1090011""","Female",66,5.8
"Plainfield School District","=""1090011""","Male",164,14.0
"Plainville School District","=""1100011""","Female",36,3.1
"Plainville School District","=""1100011""","Male",82,6.5
"Plymouth School District","=""1110011""","Female",22,3.1
"Plymouth School District","=""1110011""","Male",92,11.8
"Pomfret School District","=""1120011""","Female","N/A","N/A"
"Pomfret School District","=""1120011""","Male",6,2.6
"Portland School District","=""1130011""","Female",21,3.1
"Portland School District","=""1130011""","Male",53,7.5
"Preston School District","=""1140011""","Female","N/A","N/A"
"Preston School District","=""1140011""","Male","*","*"
"Putnam School District","=""1160011""","Female",30,4.8
"Putnam School District","=""1160011""","Male",61,9.3
"Redding School District","=""1170011""","Female","*","*"
"Redding School District","=""1170011""","Male","*","*"
"Regional School District 01","=""2010012""","Female",15,7.9
"Regional School District 01","=""2010012""","Male",35,15.8
"Regional School District 04","=""2040012""","Female",12,2.6
"Regional School District 04","=""2040012""","Male",28,6.2
"Regional School District 05","=""2050012""","Female",24,2.2
"Regional School District 05","=""2050012""","Male",81,7.3
"Regional School District 06","=""2060012""","Female",8,1.7
"Regional School District 06","=""2060012""","Male",22,4.9
"Regional School District 07","=""2070012""","Female",10,1.8
"Regional School District 07","=""2070012""","Male",34,6.5
"Regional School District 08","=""2080012""","Female",20,2.8
"Regional School District 08","=""2080012""","Male",68,8.9
"Regional School District 09","=""2090012""","Female",8,1.9
"Regional School District 09","=""2090012""","Male",21,4.4
"Regional School District 10","=""2100012""","Female",12,1.1
"Regional School District 10","=""2100012""","Male",43,3.6
"Regional School District 11","=""2110012""","Female",6,6.0
"Regional School District 11","=""2110012""","Male",21,15.4
"Regional School District 12","=""2120012""","Female",9,2.5
"Regional School District 12","=""2120012""","Male",14,4.1
"Regional School District 13","=""2130012""","Female","*","*"
"Regional School District 13","=""2130012""","Male","*","*"
"Regional School District 14","=""2140012""","Female",9,1.0
"Regional School District 14","=""2140012""","Male",50,6.1
"Regional School District 15","=""2150012""","Female",20,1.1
"Regional School District 15","=""2150012""","Male",95,4.9
"Regional School District 16","=""2160012""","Female",24,2.3
"Regional School District 16","=""2160012""","Male",83,7.4
"Regional School District 17","=""2170012""","Female",26,2.7
"Regional School District 17","=""2170012""","Male",72,6.6
"Regional School District 18","=""2180012""","Female",10,1.6
"Regional School District 18","=""2180012""","Male",29,4.3
"Regional School District 19","=""2190012""","Female",22,3.7
"Regional School District 19","=""2190012""","Male",42,7.3
"Ridgefield School District","=""1180011""","Female",24,1.0
"Ridgefield School District","=""1180011""","Male",75,3.0
"Rocky Hill School District","=""1190011""","Female",18,1.3
"Rocky Hill School District","=""1190011""","Male",51,3.5
"Salem School District","=""1210011""","Female","*","*"
"Salem School District","=""1210011""","Male","*","*"
"Salisbury School District","=""1220011""","Female","N/A","N/A"
"Salisbury School District","=""1220011""","Male","*","*"
"Scotland School District","=""1230011""","Female","*","*"
"Scotland School District","=""1230011""","Male","*","*"
"Seymour School District","=""1240011""","Female",71,6.4
"Seymour School District","=""1240011""","Male",146,12.8
"Sharon School District","=""1250011""","Female","N/A","N/A"
"Sharon School District","=""1250011""","Male","*","*"
"Shelton School District","=""1260011""","Female",75,3.2
"Shelton School District","=""1260011""","Male",191,7.5
"Sherman School District","=""1270011""","Female","*","*"
"Sherman School District","=""1270011""","Male","*","*"
"Side By Side Charter School District","=""2700013""","Female","*","*"
"Side By Side Charter School District","=""2700013""","Male","*","*"
"Simsbury School District","=""1280011""","Female",18,0.9
"Simsbury School District","=""1280011""","Male",69,3.2
"Somers School District","=""1290011""","Female",25,3.6
"Somers School District","=""1290011""","Male",63,8.6
"South Windsor School District","=""1320011""","Female",21,1.0
"South Windsor School District","=""1320011""","Male",140,6.0
"Southington School District","=""1310011""","Female",73,2.3
"Southington School District","=""1310011""","Male",203,6.1
"Sprague School District","=""1330011""","Female","*","*"
"Sprague School District","=""1330011""","Male","*","*"
"Stafford School District","=""1340011""","Female",21,2.8
"Stafford School District","=""1340011""","Male",68,8.4
"Stamford Academy District","=""2820013""","Female","N/A","N/A"
"Stamford Academy District","=""2820013""","Male","*","*"
"Stamford Charter School for Excellence District","=""2960013""","Female","N/A","N/A"
"Stamford Charter School for Excellence District","=""2960013""","Male","*","*"
"Stamford School District","=""1350011""","Female",250,3.0
"Stamford School District","=""1350011""","Male",528,5.9
"Sterling School District","=""1360011""","Female","*","*"
"Sterling School District","=""1360011""","Male","*","*"
"Stonington School District","=""1370011""","Female",30,3.0
"Stonington School District","=""1370011""","Male",82,7.4
"Stratford School District","=""1380011""","Female",198,5.7
"Stratford School District","=""1380011""","Male",381,10.3
"Suffield School District","=""1390011""","Female",19,1.7
"Suffield School District","=""1390011""","Male",73,6.7
"The Bridge Academy District","=""2690013""","Female",18,12.3
"The Bridge Academy District","=""2690013""","Male",11,7.6
"The Gilbert School District","=""9020022""","Female",33,13.4
"The Gilbert School District","=""9020022""","Male",66,22.5
"The Woodstock Academy District","=""9030022""","Female",30,5.4
"The Woodstock Academy District","=""9030022""","Male",69,12.5
"Thomaston School District","=""1400011""","Female",17,3.7
"Thomaston School District","=""1400011""","Male",46,10.8
"Thompson School District","=""1410011""","Female",20,4.2
"Thompson School District","=""1410011""","Male",55,9.4
"Tolland School District","=""1420011""","Female",24,2.1
"Tolland School District","=""1420011""","Male",72,5.6
"Torrington School District","=""1430011""","Female",99,5.1
"Torrington School District","=""1430011""","Male",224,10.2
"Trailblazers Academy District","=""2780013""","Female","*","*"
"Trailblazers Academy District","=""2780013""","Male","*","*"
"Trumbull School District","=""1440011""","Female",14,0.4
"Trumbull School District","=""1440011""","Male",105,3.0
"Unified School District #1","=""3360015""","Female","N/A","*"
"Unified School District #1","=""3360015""","Male","N/A","N/A"
"Unified School District #2","=""3470015""","Female","*","*"
"Unified School District #2","=""3470015""","Male","*","*"
"Union School District","=""1450011""","Female","N/A","N/A"
"Union School District","=""1450011""","Male","N/A","N/A"
"Vernon School District","=""1460011""","Female",87,5.4
"Vernon School District","=""1460011""","Male",163,9.5
"Voluntown School District","=""1470011""","Female","N/A","N/A"
"Voluntown School District","=""1470011""","Male","N/A","N/A"
"Wallingford School District","=""1480011""","Female",60,2.1
"Wallingford School District","=""1480011""","Male",260,8.6
"Waterbury School District","=""1510011""","Female",1026,10.6
"Waterbury School District","=""1510011""","Male",1899,18.3
"Waterford School District","=""1520011""","Female",36,2.8
"Waterford School District","=""1520011""","Male",89,6.9
"Watertown School District","=""1530011""","Female",46,3.5
"Watertown School District","=""1530011""","Male",147,9.7
"West Hartford School District","=""1550011""","Female",98,2.0
"West Hartford School District","=""1550011""","Male",317,6.3
"West Haven School District","=""1560011""","Female",176,5.9
"West Haven School District","=""1560011""","Male",341,10.4
"Westbrook School District","=""1540011""","Female","N/A","N/A"
"Westbrook School District","=""1540011""","Male",6,1.7
"Weston School District","=""1570011""","Female",10,0.9
"Weston School District","=""1570011""","Male",46,3.7
"Westport School District","=""1580011""","Female",25,0.9
"Westport School District","=""1580011""","Male",67,2.3
"Wethersfield School District","=""1590011""","Female",38,2.1
"Wethersfield School District","=""1590011""","Male",126,6.8
"Willington School District","=""1600011""","Female","N/A","N/A"
"Willington School District","=""1600011""","Male",10,4.2
"Wilton School District","=""1610011""","Female","*","*"
"Wilton School District","=""1610011""","Male","*","*"
"Winchester School District","=""1620011""","Female","*","*"
"Winchester School District","=""1620011""","Male","*","*"
"Windham School District","=""1630011""","Female",141,8.2
"Windham School District","=""1630011""","Male",305,16.0
"Windsor Locks School District","=""1650011""","Female",40,4.9
"Windsor Locks School District","=""1650011""","Male",76,9.1
"Windsor School District","=""1640011""","Female",100,6.0
"Windsor School District","=""1640011""","Male",258,14.3
"Wolcott School District","=""1660011""","Female",20,1.8
"Wolcott School District","=""1660011""","Male",78,6.5
"Woodbridge School District","=""1670011""","Female","*","*"
"Woodbridge School District","=""1670011""","Male","*","*"
"Woodstock School District","=""1690011""","Female","*","*"
"Woodstock School District","=""1690011""","Male","*","*"

