"District","District Code","Gender","Count","%"
"Great Oaks Charter School District","=""2940013""","Male",47,17.9
"Greenwich School District","=""0570011""","Female",32,0.7
"Greenwich School District","=""0570011""","Male",89,1.9
"Griswold School District","=""0580011""","Female",22,2.4
"Griswold School District","=""0580011""","Male",72,7.8
"Groton School District","=""0590011""","Female",55,2.5
"Groton School District","=""0590011""","Male",155,6.6
"Guilford School District","=""0600011""","Female",15,0.9
"Guilford School District","=""0600011""","Male",59,3.4
"Hamden School District","=""0620011""","Female",103,3.7
"Hamden School District","=""0620011""","Male",226,7.5
"Hampton School District","=""0630011""","Female","N/A","N/A"
"Hampton School District","=""0630011""","Male","*","*"
"Hartford School District","=""0640011""","Female","*","*"
"Hartford School District","=""0640011""","Male",1266,12.2
"Hartland School District","=""0650011""","Female","N/A","N/A"
"Hartland School District","=""0650011""","Male","*","*"
"Hebron School District","=""0670011""","Female","*","*"
"Hebron School District","=""0670011""","Male","*","*"
"Highville Charter School District","=""2860013""","Female",23,8.7
"Highville Charter School District","=""2860013""","Male",33,16.1
"Integrated Day Charter School District","=""2640013""","Female","*","*"
"Integrated Day Charter School District","=""2640013""","Male","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Female",8,5.6
"Interdistrict School for Arts and Comm District","=""2650013""","Male",24,16.4
"Jumoke Academy District","=""2610013""","Female",14,3.8
"Jumoke Academy District","=""2610013""","Male",24,7.0
"Kent School District","=""0680011""","Female","N/A","N/A"
"Kent School District","=""0680011""","Male","*","*"
"Killingly School District","=""0690011""","Female","*","*"
"Killingly School District","=""0690011""","Male",137,10.8
"Learn","=""2450014""","Female",52,4.0
"Learn","=""2450014""","Male",85,6.7
"Lebanon School District","=""0710011""","Female",7,1.4
"Lebanon School District","=""0710011""","Male",38,7.1
"Ledyard School District","=""0720011""","Female",23,1.9
"Ledyard School District","=""0720011""","Male",51,4.0
"Lisbon School District","=""0730011""","Female","*","*"
"Lisbon School District","=""0730011""","Male","*","*"
"Litchfield School District","=""0740011""","Female","*","*"
"Litchfield School District","=""0740011""","Male","*","*"
"Madison School District","=""0760011""","Female","*","*"
"Madison School District","=""0760011""","Male","*","*"
"Manchester School District","=""0770011""","Female",155,4.9
"Manchester School District","=""0770011""","Male",310,8.9
"Mansfield School District","=""0780011""","Female","*","*"
"Mansfield School District","=""0780011""","Male","*","*"
"Marlborough School District","=""0790011""","Female","N/A","N/A"
"Marlborough School District","=""0790011""","Male","*","*"
"Meriden School District","=""0800011""","Female",176,4.3
"Meriden School District","=""0800011""","Male",297,6.6
"Middletown School District","=""0830011""","Female",82,3.5
"Middletown School District","=""0830011""","Male",160,6.6
"Milford School District","=""0840011""","Female",52,1.9
"Milford School District","=""0840011""","Male",146,4.9
"Monroe School District","=""0850011""","Female",9,0.6
"Monroe School District","=""0850011""","Male",27,1.7
"Montville School District","=""0860011""","Female",32,3.1
"Montville School District","=""0860011""","Male",66,5.9
"Naugatuck School District","=""0880011""","Female",78,3.6
"Naugatuck School District","=""0880011""","Male",218,9.0
"New Beginnings Inc Family Academy District","=""2800013""","Female","N/A","N/A"
"New Beginnings Inc Family Academy District","=""2800013""","Male",6,2.4
"New Britain School District","=""0890011""","Female",364,7.1
"New Britain School District","=""0890011""","Male",596,10.5
"New Canaan School District","=""0900011""","Female","*","*"
"New Canaan School District","=""0900011""","Male","*","*"
"New Fairfield School District","=""0910011""","Female",13,1.2
"New Fairfield School District","=""0910011""","Male",33,2.9
"New Hartford School District","=""0920011""","Female","N/A","N/A"
"New Hartford School District","=""0920011""","Male","*","*"
"New Haven School District","=""0930011""","Female",360,3.4
"New Haven School District","=""0930011""","Male",631,5.8
"New London School District","=""0950011""","Female",97,5.6
"New London School District","=""0950011""","Male",175,9.3
"New Milford School District","=""0960011""","Female","*","*"
"New Milford School District","=""0960011""","Male",136,6.4
"Newington School District","=""0940011""","Female",29,1.4
"Newington School District","=""0940011""","Male",96,4.6
"Newtown School District","=""0970011""","Female",13,0.6
"Newtown School District","=""0970011""","Male",56,2.6
"Norfolk School District","=""0980011""","Female","N/A","N/A"
"Norfolk School District","=""0980011""","Male","N/A","N/A"
"North Branford School District","=""0990011""","Female",22,2.6
"North Branford School District","=""0990011""","Male",64,7.3
"North Canaan School District","=""1000011""","Female","*","*"
"North Canaan School District","=""1000011""","Male","N/A","N/A"
"North Haven School District","=""1010011""","Female",14,0.9
"North Haven School District","=""1010011""","Male",56,3.4
"North Stonington School District","=""1020011""","Female","N/A","N/A"
"North Stonington School District","=""1020011""","Male",18,4.4
"Norwalk School District","=""1030011""","Female",155,2.7
"Norwalk School District","=""1030011""","Male",297,4.7
"Norwich Free Academy District","=""9010022""","Female",108,8.9
"Norwich Free Academy District","=""9010022""","Male",159,14.0
"Norwich School District","=""1040011""","Female",58,3.2
"Norwich School District","=""1040011""","Male",131,6.6
"Odyssey Community School District","=""2630013""","Female","*","*"
"Odyssey Community School District","=""2630013""","Male","*","*"
"Old Saybrook School District","=""1060011""","Female","*","*"
"Old Saybrook School District","=""1060011""","Male","*","*"
"Orange School District","=""1070011""","Female","N/A","N/A"
"Orange School District","=""1070011""","Male",6,0.9
"Oxford School District","=""1080011""","Female","*","*"
"Oxford School District","=""1080011""","Male","*","*"
"Park City Prep Charter School District","=""2830013""","Female","*","*"
"Park City Prep Charter School District","=""2830013""","Male","*","*"
"Plainfield School District","=""1090011""","Female",40,3.6
"Plainfield School District","=""1090011""","Male",109,9.6
"Plainville School District","=""1100011""","Female",17,1.5
"Plainville School District","=""1100011""","Male",56,4.4
"Plymouth School District","=""1110011""","Female",26,3.8
"Plymouth School District","=""1110011""","Male",77,10.3
"Pomfret School District","=""1120011""","Female","N/A","N/A"
"Pomfret School District","=""1120011""","Male","*","*"
"Portland School District","=""1130011""","Female","*","*"
"Portland School District","=""1130011""","Male",32,4.6
"Preston School District","=""1140011""","Female","N/A","N/A"
"Preston School District","=""1140011""","Male","N/A","N/A"
"Putnam School District","=""1160011""","Female",10,1.7
"Putnam School District","=""1160011""","Male",41,6.5
"Redding School District","=""1170011""","Female","*","*"
"Redding School District","=""1170011""","Male","*","*"
"Regional School District 01","=""2010012""","Female",11,6.2
"Regional School District 01","=""2010012""","Male",23,12.0
"Regional School District 04","=""2040012""","Female",7,1.6
"Regional School District 04","=""2040012""","Male",17,3.9
"Regional School District 05","=""2050012""","Female",7,0.6
"Regional School District 05","=""2050012""","Male",38,3.3
"Regional School District 06","=""2060012""","Female",12,2.4
"Regional School District 06","=""2060012""","Male",26,6.0
"Regional School District 07","=""2070012""","Female","*","*"
"Regional School District 07","=""2070012""","Male","*","*"
"Regional School District 08","=""2080012""","Female",9,1.3
"Regional School District 08","=""2080012""","Male",36,4.9
"Regional School District 09","=""2090012""","Female","*","*"
"Regional School District 09","=""2090012""","Male","*","*"
"Regional School District 10","=""2100012""","Female",6,0.5
"Regional School District 10","=""2100012""","Male",33,2.5
"Regional School District 11","=""2110012""","Female","N/A","N/A"
"Regional School District 11","=""2110012""","Male",9,7.3
"Regional School District 12","=""2120012""","Female","*","*"
"Regional School District 12","=""2120012""","Male","*","*"
"Regional School District 13","=""2130012""","Female","*","*"
"Regional School District 13","=""2130012""","Male","*","*"
"Regional School District 14","=""2140012""","Female",8,0.9
"Regional School District 14","=""2140012""","Male",26,3.4
"Regional School District 15","=""2150012""","Female",20,1.1
"Regional School District 15","=""2150012""","Male",75,3.9
"Regional School District 16","=""2160012""","Female",16,1.5
"Regional School District 16","=""2160012""","Male",35,3.2
"Regional School District 17","=""2170012""","Female",20,2.1
"Regional School District 17","=""2170012""","Male",54,5.2
"Regional School District 18","=""2180012""","Female",9,1.4
"Regional School District 18","=""2180012""","Male",17,2.5
"Regional School District 19","=""2190012""","Female",10,1.7
"Regional School District 19","=""2190012""","Male",17,3.1
"Ridgefield School District","=""1180011""","Female","*","*"
"Ridgefield School District","=""1180011""","Male","*","*"
"Rocky Hill School District","=""1190011""","Female",12,0.8
"Rocky Hill School District","=""1190011""","Male",48,3.4
"Salem School District","=""1210011""","Female","*","*"
"Salem School District","=""1210011""","Male","*","*"
"Salisbury School District","=""1220011""","Female","N/A","N/A"
"Salisbury School District","=""1220011""","Male","*","*"
"Scotland School District","=""1230011""","Female","N/A","N/A"
"Scotland School District","=""1230011""","Male","N/A","N/A"
"Seymour School District","=""1240011""","Female",52,4.7
"Seymour School District","=""1240011""","Male",77,6.7
"Sharon School District","=""1250011""","Female","N/A","N/A"
"Sharon School District","=""1250011""","Male","N/A","N/A"
"Shelton School District","=""1260011""","Female",51,2.2
"Shelton School District","=""1260011""","Male",152,6.1
"Sherman School District","=""1270011""","Female","N/A","N/A"
"Sherman School District","=""1270011""","Male","*","*"
"Side By Side Charter School District","=""2700013""","Female","*","*"
"Side By Side Charter School District","=""2700013""","Male","*","*"
"Simsbury School District","=""1280011""","Female",17,0.8
"Simsbury School District","=""1280011""","Male",40,1.9
"Somers School District","=""1290011""","Female","*","*"
"Somers School District","=""1290011""","Male","*","*"
"South Windsor School District","=""1320011""","Female",20,0.9
"South Windsor School District","=""1320011""","Male",80,3.3
"Southington School District","=""1310011""","Female",39,1.2
"Southington School District","=""1310011""","Male",141,4.3
"Sprague School District","=""1330011""","Female","*","*"
"Sprague School District","=""1330011""","Male","*","*"
"Stafford School District","=""1340011""","Female","*","*"
"Stafford School District","=""1340011""","Male",64,8.2
"Stamford Academy District","=""2820013""","Female","*","*"
"Stamford Academy District","=""2820013""","Male","*","*"
"Stamford Charter School for Excellence District","=""2960013""","Female","*","*"
"Stamford Charter School for Excellence District","=""2960013""","Male","N/A","N/A"
"Stamford School District","=""1350011""","Female",179,2.2
"Stamford School District","=""1350011""","Male",347,3.9
"Sterling School District","=""1360011""","Female","*","*"
"Sterling School District","=""1360011""","Male","*","*"
"Stonington School District","=""1370011""","Female",25,2.6
"Stonington School District","=""1370011""","Male",64,6.0
"Stratford School District","=""1380011""","Female",133,3.9
"Stratford School District","=""1380011""","Male",300,8.2
"Suffield School District","=""1390011""","Female",20,1.8
"Suffield School District","=""1390011""","Male",53,4.9
"The Bridge Academy District","=""2690013""","Female","*","*"
"The Bridge Academy District","=""2690013""","Male","*","*"
"The Gilbert School District","=""9020022""","Female",15,6.9
"The Gilbert School District","=""9020022""","Male",47,17.5
"The Woodstock Academy District","=""9030022""","Female",23,4.0
"The Woodstock Academy District","=""9030022""","Male",32,5.6
"Thomaston School District","=""1400011""","Female",9,2.0
"Thomaston School District","=""1400011""","Male",31,7.2
"Thompson School District","=""1410011""","Female",8,1.7
"Thompson School District","=""1410011""","Male",42,7.4
"Tolland School District","=""1420011""","Female",9,0.8
"Tolland School District","=""1420011""","Male",42,3.4
"Torrington School District","=""1430011""","Female",76,4.0
"Torrington School District","=""1430011""","Male",167,7.8
"Trumbull School District","=""1440011""","Female",17,0.5
"Trumbull School District","=""1440011""","Male",51,1.4
"Unified School District #1","=""3360015""","Female","N/A","*"
"Unified School District #1","=""3360015""","Male","N/A","N/A"
"Unified School District #2","=""3470015""","Female","N/A","N/A"
"Unified School District #2","=""3470015""","Male","N/A","N/A"
"Union School District","=""1450011""","Female","N/A","N/A"
"Union School District","=""1450011""","Male","N/A","N/A"
"Vernon School District","=""1460011""","Female",88,5.4
"Vernon School District","=""1460011""","Male",112,6.6
"Voluntown School District","=""1470011""","Female","N/A","N/A"
"Voluntown School District","=""1470011""","Male","N/A","N/A"
"Wallingford School District","=""1480011""","Female",61,2.1
"Wallingford School District","=""1480011""","Male",201,6.8
"Waterbury School District","=""1510011""","Female",807,8.4
"Waterbury School District","=""1510011""","Male",1331,13.0
"Waterford School District","=""1520011""","Female",20,1.6
"Waterford School District","=""1520011""","Male",48,3.8
"Watertown School District","=""1530011""","Female",24,1.9
"Watertown School District","=""1530011""","Male",92,6.1
"West Hartford School District","=""1550011""","Female",75,1.6
"West Hartford School District","=""1550011""","Male",203,4.1
"West Haven School District","=""1560011""","Female",160,5.5
"West Haven School District","=""1560011""","Male",321,9.8
"Westbrook School District","=""1540011""","Female","*","*"
"Westbrook School District","=""1540011""","Male","*","*"
"Weston School District","=""1570011""","Female","*","*"
"Weston School District","=""1570011""","Male","*","*"
"Westport School District","=""1580011""","Female",7,0.3
"Westport School District","=""1580011""","Male",39,1.4
"Wethersfield School District","=""1590011""","Female",18,1.0
"Wethersfield School District","=""1590011""","Male",84,4.6
"Willington School District","=""1600011""","Female","N/A","N/A"
"Willington School District","=""1600011""","Male",10,4.1
"Wilton School District","=""1610011""","Female","*","*"
"Wilton School District","=""1610011""","Male","*","*"
"Winchester School District","=""1620011""","Female","N/A","N/A"
"Winchester School District","=""1620011""","Male",13,4.0
"Windham School District","=""1630011""","Female",112,6.7
"Windham School District","=""1630011""","Male",257,13.9
"Windsor Locks School District","=""1650011""","Female",28,3.4
"Windsor Locks School District","=""1650011""","Male",59,7.0
"Windsor School District","=""1640011""","Female",95,5.6
"Windsor School District","=""1640011""","Male",197,11.0
"Wolcott School District","=""1660011""","Female",19,1.6
"Wolcott School District","=""1660011""","Male",50,4.0
"Woodbridge School District","=""1670011""","Female","*","*"
"Woodbridge School District","=""1670011""","Male","*","*"
"Woodstock School District","=""1690011""","Female","*","*"
"Woodstock School District","=""1690011""","Male","*","*"

