"District","District Code","Gender","Count","%"
"Brookfield School District","=""0180011""","Male",80,5.9
"Brooklyn School District","=""0190011""","Female",11,2.5
"Brooklyn School District","=""0190011""","Male",37,8.0
"Canaan School District","=""0210011""","Female","*","*"
"Canaan School District","=""0210011""","Male","N/A","N/A"
"Canterbury School District","=""0220011""","Female","*","*"
"Canterbury School District","=""0220011""","Male","*","*"
"Canton School District","=""0230011""","Female","*","*"
"Canton School District","=""0230011""","Male","*","*"
"Capital Preparatory Harbor School District","=""2970013""","Female",21,10.8
"Capital Preparatory Harbor School District","=""2970013""","Male",43,19.6
"Capitol Region Education Council","=""2410014""","Female",300,7.3
"Capitol Region Education Council","=""2410014""","Male",457,10.7
"Chaplin School District","=""0240011""","Female","N/A","N/A"
"Chaplin School District","=""0240011""","Male","*","*"
"Cheshire School District","=""0250011""","Female",15,0.7
"Cheshire School District","=""0250011""","Male",105,4.7
"Chester School District","=""0260011""","Female","N/A","N/A"
"Chester School District","=""0260011""","Male","*","*"
"Clinton School District","=""0270011""","Female",15,1.8
"Clinton School District","=""0270011""","Male",87,9.3
"Colchester School District","=""0280011""","Female",19,1.6
"Colchester School District","=""0280011""","Male",77,6.2
"Colebrook School District","=""0290011""","Female","*","*"
"Colebrook School District","=""0290011""","Male","*","*"
"Columbia School District","=""0300011""","Female","*","*"
"Columbia School District","=""0300011""","Male","*","*"
"Common Ground High School District","=""2680013""","Female",7,9.2
"Common Ground High School District","=""2680013""","Male",8,7.1
"Connecticut Technical Education and Career System","=""9000016""","Female",605,14.4
"Connecticut Technical Education and Career System","=""9000016""","Male",1148,18.2
"Cooperative Educational Services","=""2430014""","Female",6,1.7
"Cooperative Educational Services","=""2430014""","Male",28,5.6
"Cornwall School District","=""0310011""","Female","*","*"
"Cornwall School District","=""0310011""","Male","*","*"
"Coventry School District","=""0320011""","Female",14,1.7
"Coventry School District","=""0320011""","Male",26,3.0
"Cromwell School District","=""0330011""","Female",29,3.0
"Cromwell School District","=""0330011""","Male",96,9.4
"Danbury School District","=""0340011""","Female",300,5.3
"Danbury School District","=""0340011""","Male",639,10.7
"Darien School District","=""0350011""","Female",26,1.1
"Darien School District","=""0350011""","Male",52,2.1
"Deep River School District","=""0360011""","Female","N/A","N/A"
"Deep River School District","=""0360011""","Male","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Female","N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""","Male","N/A","*"
"Derby School District","=""0370011""","Female",41,6.3
"Derby School District","=""0370011""","Male",129,17.6
"East Granby School District","=""0400011""","Female",15,3.6
"East Granby School District","=""0400011""","Male",28,6.5
"East Haddam School District","=""0410011""","Female",7,1.4
"East Haddam School District","=""0410011""","Male",46,8.3
"East Hampton School District","=""0420011""","Female",8,0.9
"East Hampton School District","=""0420011""","Male",46,4.8
"East Hartford School District","=""0430011""","Female",280,8.3
"East Hartford School District","=""0430011""","Male",566,15.3
"East Haven School District","=""0440011""","Female",67,4.7
"East Haven School District","=""0440011""","Male",155,10.2
"East Lyme School District","=""0450011""","Female",23,1.7
"East Lyme School District","=""0450011""","Male",63,4.4
"East Windsor School District","=""0470011""","Female",39,7.9
"East Windsor School District","=""0470011""","Male",88,14.8
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Female",15,6.8
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Male",34,16.4
"Eastford School District","=""0390011""","Female","*","*"
"Eastford School District","=""0390011""","Male","*","*"
"Easton School District","=""0460011""","Female","*","*"
"Easton School District","=""0460011""","Male","*","*"
"EdAdvance","=""2420014""","Female","*","*"
"EdAdvance","=""2420014""","Male","*","*"
"Ellington School District","=""0480011""","Female",28,2.1
"Ellington School District","=""0480011""","Male",95,6.8
"Elm City College Preparatory School District","=""2890013""","Female",39,10.1
"Elm City College Preparatory School District","=""2890013""","Male",66,18.8
"Elm City Montessori School District","=""2910013""","Female","*","*"
"Elm City Montessori School District","=""2910013""","Male","*","*"
"Enfield School District","=""0490011""","Female",116,4.6
"Enfield School District","=""0490011""","Male",274,10.1
"Essex School District","=""0500011""","Female","N/A","N/A"
"Essex School District","=""0500011""","Male","*","*"
"Explorations District","=""2720013""","Female",8,16.7
"Explorations District","=""2720013""","Male",12,27.9
"Fairfield School District","=""0510011""","Female",37,0.8
"Fairfield School District","=""0510011""","Male",163,3.2
"Farmington School District","=""0520011""","Female","*","*"
"Farmington School District","=""0520011""","Male","*","*"
"Franklin School District","=""0530011""","Female","*","*"
"Franklin School District","=""0530011""","Male","*","*"
"Glastonbury School District","=""0540011""","Female",35,1.2
"Glastonbury School District","=""0540011""","Male",115,3.8
"Granby School District","=""0560011""","Female",14,1.5
"Granby School District","=""0560011""","Male",39,4.1
"Great Oaks Charter School District","=""2940013""","Female",44,22.0
"Great Oaks Charter School District","=""2940013""","Male",63,34.8
"Greenwich School District","=""0570011""","Female",56,1.3
"Greenwich School District","=""0570011""","Male",124,2.6
"Griswold School District","=""0580011""","Female",32,3.6
"Griswold School District","=""0580011""","Male",89,9.7
"Groton School District","=""0590011""","Female",83,4.1
"Groton School District","=""0590011""","Male",216,9.6
"Guilford School District","=""0600011""","Female",20,1.2
"Guilford School District","=""0600011""","Male",43,2.5
"Hamden School District","=""0620011""","Female",141,5.4
"Hamden School District","=""0620011""","Male",339,11.8
"Hampton School District","=""0630011""","Female","N/A","N/A"
"Hampton School District","=""0630011""","Male","N/A","N/A"
"Hartford School District","=""0640011""","Female",868,8.8
"Hartford School District","=""0640011""","Male",1684,15.8
"Hartland School District","=""0650011""","Female","N/A","N/A"
"Hartland School District","=""0650011""","Male","*","*"
"Hebron School District","=""0670011""","Female","*","*"
"Hebron School District","=""0670011""","Male","*","*"
"Highville Charter School District","=""2860013""","Female",41,16.2
"Highville Charter School District","=""2860013""","Male",47,20.3
"Integrated Day Charter School District","=""2640013""","Female",6,3.5
"Integrated Day Charter School District","=""2640013""","Male",16,10.1
"Interdistrict School for Arts and Comm District","=""2650013""","Female",28,20.3
"Interdistrict School for Arts and Comm District","=""2650013""","Male",26,21.3
"Jumoke Academy District","=""2610013""","Female",39,9.9
"Jumoke Academy District","=""2610013""","Male",63,17.8
"Kent School District","=""0680011""","Female","N/A","N/A"
"Kent School District","=""0680011""","Male","*","*"
"Killingly School District","=""0690011""","Female",72,5.7
"Killingly School District","=""0690011""","Male",152,12.1
"Learn","=""2450014""","Female",78,6.5
"Learn","=""2450014""","Male",152,12.5
"Lebanon School District","=""0710011""","Female",15,2.9
"Lebanon School District","=""0710011""","Male",41,7.8
"Ledyard School District","=""0720011""","Female",41,3.5
"Ledyard School District","=""0720011""","Male",98,7.7
"Lisbon School District","=""0730011""","Female","*","*"
"Lisbon School District","=""0730011""","Male","*","*"
"Litchfield School District","=""0740011""","Female",14,3.2
"Litchfield School District","=""0740011""","Male",33,6.7
"Madison School District","=""0760011""","Female",12,0.9
"Madison School District","=""0760011""","Male",39,2.6
"Manchester School District","=""0770011""","Female",190,6.3
"Manchester School District","=""0770011""","Male",358,10.7
"Mansfield School District","=""0780011""","Female","*","*"
"Mansfield School District","=""0780011""","Male","*","*"
"Marlborough School District","=""0790011""","Female","N/A","N/A"
"Marlborough School District","=""0790011""","Male","N/A","N/A"
"Meriden School District","=""0800011""","Female",194,5.0
"Meriden School District","=""0800011""","Male",386,9.1
"Middletown School District","=""0830011""","Female",114,5.1
"Middletown School District","=""0830011""","Male",225,9.5
"Milford School District","=""0840011""","Female",92,3.3
"Milford School District","=""0840011""","Male",241,7.9
"Monroe School District","=""0850011""","Female",9,0.6
"Monroe School District","=""0850011""","Male",47,2.9
"Montville School District","=""0860011""","Female",42,4.0
"Montville School District","=""0860011""","Male",119,10.6
"Naugatuck School District","=""0880011""","Female",103,5.1
"Naugatuck School District","=""0880011""","Male",239,10.5
"New Beginnings Inc Family Academy District","=""2800013""","Female","N/A","N/A"
"New Beginnings Inc Family Academy District","=""2800013""","Male","*","*"
"New Britain School District","=""0890011""","Female",372,7.6
"New Britain School District","=""0890011""","Male",730,13.4
"New Canaan School District","=""0900011""","Female",6,0.3
"New Canaan School District","=""0900011""","Male",18,0.8
"New Fairfield School District","=""0910011""","Female",13,1.1
"New Fairfield School District","=""0910011""","Male",58,4.8
"New Hartford School District","=""0920011""","Female","*","*"
"New Hartford School District","=""0920011""","Male","*","*"
"New Haven School District","=""0930011""","Female",583,5.4
"New Haven School District","=""0930011""","Male",921,8.3
"New London School District","=""0950011""","Female",144,8.2
"New London School District","=""0950011""","Male",251,13.0
"New Milford School District","=""0960011""","Female","*","*"
"New Milford School District","=""0960011""","Male",185,8.5
"Newington School District","=""0940011""","Female",52,2.6
"Newington School District","=""0940011""","Male",141,6.6
"Newtown School District","=""0970011""","Female",25,1.2
"Newtown School District","=""0970011""","Male",92,4.1
"Norfolk School District","=""0980011""","Female","*","*"
"Norfolk School District","=""0980011""","Male","*","*"
"North Branford School District","=""0990011""","Female",32,3.6
"North Branford School District","=""0990011""","Male",67,7.4
"North Canaan School District","=""1000011""","Female","*","*"
"North Canaan School District","=""1000011""","Male","N/A","N/A"
"North Haven School District","=""1010011""","Female",22,1.4
"North Haven School District","=""1010011""","Male",73,4.4
"North Stonington School District","=""1020011""","Female",6,1.7
"North Stonington School District","=""1020011""","Male",22,5.4
"Norwalk School District","=""1030011""","Female",229,4.1
"Norwalk School District","=""1030011""","Male",515,8.5
"Norwich Free Academy District","=""9010022""","Female",109,9.1
"Norwich Free Academy District","=""9010022""","Male",206,18.3
"Norwich School District","=""1040011""","Female",113,6.5
"Norwich School District","=""1040011""","Male",218,11.1
"Odyssey Community School District","=""2630013""","Female","*","*"
"Odyssey Community School District","=""2630013""","Male","*","*"
"Old Saybrook School District","=""1060011""","Female",9,1.4
"Old Saybrook School District","=""1060011""","Male",35,5.5
"Orange School District","=""1070011""","Female","N/A","N/A"
"Orange School District","=""1070011""","Male",14,2.2
"Oxford School District","=""1080011""","Female",12,1.3
"Oxford School District","=""1080011""","Male",45,4.9
"Park City Prep Charter School District","=""2830013""","Female",8,4.8
"Park City Prep Charter School District","=""2830013""","Male",31,17.0
"Path Academy District","=""2930013""","Female",18,32.7
"Path Academy District","=""2930013""","Male",26,40.6
"Plainfield School District","=""1090011""","Female",50,4.4
"Plainfield School District","=""1090011""","Male",155,13.3
"Plainville School District","=""1100011""","Female",39,3.4
"Plainville School District","=""1100011""","Male",69,5.6
"Plymouth School District","=""1110011""","Female",31,4.4
"Plymouth School District","=""1110011""","Male",82,10.6
"Pomfret School District","=""1120011""","Female","N/A","N/A"
"Pomfret School District","=""1120011""","Male","*","*"
"Portland School District","=""1130011""","Female",14,2.2
"Portland School District","=""1130011""","Male",69,10.1
"Preston School District","=""1140011""","Female","N/A","N/A"
"Preston School District","=""1140011""","Male","*","*"
"Putnam School District","=""1160011""","Female",13,2.2
"Putnam School District","=""1160011""","Male",40,6.6
"Redding School District","=""1170011""","Female","N/A","N/A"
"Redding School District","=""1170011""","Male",16,3.4
"Regional School District 01","=""2010012""","Female","*","*"
"Regional School District 01","=""2010012""","Male","*","*"
"Regional School District 04","=""2040012""","Female",15,3.2
"Regional School District 04","=""2040012""","Male",43,9.7
"Regional School District 05","=""2050012""","Female",19,1.7
"Regional School District 05","=""2050012""","Male",62,5.6
"Regional School District 06","=""2060012""","Female",9,1.9
"Regional School District 06","=""2060012""","Male",32,7.2
"Regional School District 07","=""2070012""","Female","*","*"
"Regional School District 07","=""2070012""","Male","*","*"
"Regional School District 08","=""2080012""","Female",23,3.2
"Regional School District 08","=""2080012""","Male",71,9.0
"Regional School District 09","=""2090012""","Female",9,2.1
"Regional School District 09","=""2090012""","Male",27,5.6
"Regional School District 10","=""2100012""","Female",13,1.1
"Regional School District 10","=""2100012""","Male",73,6.0
"Regional School District 11","=""2110012""","Female",8,7.9
"Regional School District 11","=""2110012""","Male",32,25.4
"Regional School District 12","=""2120012""","Female","*","*"
"Regional School District 12","=""2120012""","Male","*","*"
"Regional School District 13","=""2130012""","Female",13,1.6
"Regional School District 13","=""2130012""","Male",56,6.6
"Regional School District 14","=""2140012""","Female",17,1.9
"Regional School District 14","=""2140012""","Male",53,6.4
"Regional School District 15","=""2150012""","Female",21,1.2
"Regional School District 15","=""2150012""","Male",92,4.8
"Regional School District 16","=""2160012""","Female",19,1.8
"Regional School District 16","=""2160012""","Male",94,8.3
"Regional School District 17","=""2170012""","Female",22,2.2
"Regional School District 17","=""2170012""","Male",92,8.5
"Regional School District 18","=""2180012""","Female",7,1.1
"Regional School District 18","=""2180012""","Male",23,3.6
"Regional School District 19","=""2190012""","Female",14,2.3
"Regional School District 19","=""2190012""","Male",40,6.9
"Ridgefield School District","=""1180011""","Female",12,0.5
"Ridgefield School District","=""1180011""","Male",96,3.8
"Rocky Hill School District","=""1190011""","Female",14,1.0
"Rocky Hill School District","=""1190011""","Male",33,2.5
"Salem School District","=""1210011""","Female","*","*"
"Salem School District","=""1210011""","Male","*","*"
"Salisbury School District","=""1220011""","Female","N/A","N/A"
"Salisbury School District","=""1220011""","Male",10,6.8
"Scotland School District","=""1230011""","Female","*","*"
"Scotland School District","=""1230011""","Male","*","*"
"Seymour School District","=""1240011""","Female",52,4.8
"Seymour School District","=""1240011""","Male",113,10.2
"Sharon School District","=""1250011""","Female","*","*"
"Sharon School District","=""1250011""","Male","*","*"
"Shelton School District","=""1260011""","Female",91,4.0
"Shelton School District","=""1260011""","Male",205,8.2
"Sherman School District","=""1270011""","Female","*","*"
"Sherman School District","=""1270011""","Male","*","*"
"Side By Side Charter School District","=""2700013""","Female","N/A","N/A"
"Side By Side Charter School District","=""2700013""","Male",6,5.4
"Simsbury School District","=""1280011""","Female",16,0.8
"Simsbury School District","=""1280011""","Male",65,3.1
"Somers School District","=""1290011""","Female",19,2.7
"Somers School District","=""1290011""","Male",58,7.8
"South Windsor School District","=""1320011""","Female",36,1.7
"South Windsor School District","=""1320011""","Male",147,6.4
"Southington School District","=""1310011""","Female",85,2.6
"Southington School District","=""1310011""","Male",200,6.1
"Sprague School District","=""1330011""","Female",11,7.3
"Sprague School District","=""1330011""","Male",23,11.8
"Stafford School District","=""1340011""","Female",28,3.7
"Stafford School District","=""1340011""","Male",48,6.0
"Stamford Academy District","=""2820013""","Female","*","*"
"Stamford Academy District","=""2820013""","Male","*","*"
"Stamford Charter School for Excellence District","=""2960013""","Female","*","*"
"Stamford Charter School for Excellence District","=""2960013""","Male","*","*"
"Stamford School District","=""1350011""","Female",210,2.7
"Stamford School District","=""1350011""","Male",434,5.2
"Sterling School District","=""1360011""","Female","*","*"
"Sterling School District","=""1360011""","Male","*","*"
"Stonington School District","=""1370011""","Female",26,2.6
"Stonington School District","=""1370011""","Male",77,7.0
"Stratford School District","=""1380011""","Female",140,4.1
"Stratford School District","=""1380011""","Male",351,9.9
"Suffield School District","=""1390011""","Female",40,3.5
"Suffield School District","=""1390011""","Male",82,7.4
"The Bridge Academy District","=""2690013""","Female",20,14.2
"The Bridge Academy District","=""2690013""","Male",16,13.1
"The Gilbert School District","=""9020022""","Female",28,11.2
"The Gilbert School District","=""9020022""","Male",74,23.9
"The Woodstock Academy District","=""9030022""","Female",27,4.8
"The Woodstock Academy District","=""9030022""","Male",60,11.3
"Thomaston School District","=""1400011""","Female",20,4.5
"Thomaston School District","=""1400011""","Male",64,14.5
"Thompson School District","=""1410011""","Female",18,3.9
"Thompson School District","=""1410011""","Male",70,12.6
"Tolland School District","=""1420011""","Female",19,1.6
"Tolland School District","=""1420011""","Male",78,6.1
"Torrington School District","=""1430011""","Female",91,4.7
"Torrington School District","=""1430011""","Male",231,10.7
"Trailblazers Academy District","=""2780013""","Female","*","*"
"Trailblazers Academy District","=""2780013""","Male","*","*"
"Trumbull School District","=""1440011""","Female",25,0.7
"Trumbull School District","=""1440011""","Male",97,2.8
"Unified School District #1","=""3360015""","Female","N/A","*"
"Unified School District #1","=""3360015""","Male","N/A","N/A"
"Unified School District #2","=""3470015""","Female","*","*"
"Unified School District #2","=""3470015""","Male","*","*"
"Union School District","=""1450011""","Female","N/A","N/A"
"Union School District","=""1450011""","Male","N/A","N/A"
"Vernon School District","=""1460011""","Female",88,5.7
"Vernon School District","=""1460011""","Male",170,10.6
"Voluntown School District","=""1470011""","Female","N/A","N/A"
"Voluntown School District","=""1470011""","Male","*","*"
"Wallingford School District","=""1480011""","Female",68,2.3
"Wallingford School District","=""1480011""","Male",242,8.1
"Waterbury School District","=""1510011""","Female",1145,12.4
"Waterbury School District","=""1510011""","Male",2111,21.0
"Waterford School District","=""1520011""","Female",30,2.3
"Waterford School District","=""1520011""","Male",87,6.8
"Watertown School District","=""1530011""","Female",49,3.7
"Watertown School District","=""1530011""","Male",119,7.9
"West Hartford School District","=""1550011""","Female",97,2.0
"West Hartford School District","=""1550011""","Male",293,5.9
"West Haven School District","=""1560011""","Female",144,5.1
"West Haven School District","=""1560011""","Male",249,8.0
"Westbrook School District","=""1540011""","Female","*","*"
"Westbrook School District","=""1540011""","Male","*","*"
"Weston School District","=""1570011""","Female",10,0.9
"Weston School District","=""1570011""","Male",54,4.4
"Westport School District","=""1580011""","Female",22,0.8
"Westport School District","=""1580011""","Male",77,2.7
"Wethersfield School District","=""1590011""","Female",24,1.3
"Wethersfield School District","=""1590011""","Male",103,5.6
"Willington School District","=""1600011""","Female","N/A","N/A"
"Willington School District","=""1600011""","Male",26,10.8
"Wilton School District","=""1610011""","Female",14,0.7
"Wilton School District","=""1610011""","Male",38,1.9
"Winchester School District","=""1620011""","Female",7,2.9
"Winchester School District","=""1620011""","Male",15,5.0
"Windham School District","=""1630011""","Female",123,7.7
"Windham School District","=""1630011""","Male",310,16.9
"Windsor Locks School District","=""1650011""","Female",31,3.9
"Windsor Locks School District","=""1650011""","Male",75,9.4
"Windsor School District","=""1640011""","Female",104,6.4
"Windsor School District","=""1640011""","Male",269,15.6
"Wolcott School District","=""1660011""","Female",26,2.4
"Wolcott School District","=""1660011""","Male",103,8.7
"Woodbridge School District","=""1670011""","Female","N/A","N/A"
"Woodbridge School District","=""1670011""","Male","*","*"
"Woodstock School District","=""1690011""","Female",9,2.1
"Woodstock School District","=""1690011""","Male",22,5.1

