"District","District Code","Gender","Count","%"
"Clinton School District","=""0270011""","Male",91,8.7
"Colchester School District","=""0280011""","Female",42,2.8
"Colchester School District","=""0280011""","Male",89,5.9
"Colebrook School District","=""0290011""","Female","N/A","N/A"
"Colebrook School District","=""0290011""","Male","N/A","N/A"
"Columbia School District","=""0300011""","Female","*","*"
"Columbia School District","=""0300011""","Male","*","*"
"Common Ground High School District","=""2680013""","Female",6,9.0
"Common Ground High School District","=""2680013""","Male",13,14.1
"Connecticut Technical High School System","=""9000016""","Female",827,20.8
"Connecticut Technical High School System","=""9000016""","Male",1897,28.8
"Cooperative Educational Services","=""2430014""","Female",17,5.0
"Cooperative Educational Services","=""2430014""","Male",44,8.6
"Cornwall School District","=""0310011""","Female","N/A","N/A"
"Cornwall School District","=""0310011""","Male","N/A","N/A"
"Coventry School District","=""0320011""","Female",27,3.0
"Coventry School District","=""0320011""","Male",77,8.6
"Cromwell School District","=""0330011""","Female",63,6.6
"Cromwell School District","=""0330011""","Male",124,11.7
"Danbury School District","=""0340011""","Female",348,6.5
"Danbury School District","=""0340011""","Male",736,13.2
"Darien School District","=""0350011""","Female",7,0.3
"Darien School District","=""0350011""","Male",44,1.7
"Deep River School District","=""0360011""","Female","*","*"
"Deep River School District","=""0360011""","Male","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Female","N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""","Male","N/A","*"
"Derby School District","=""0370011""","Female",37,5.2
"Derby School District","=""0370011""","Male",90,11.5
"East Granby School District","=""0400011""","Female",7,1.7
"East Granby School District","=""0400011""","Male",18,4.0
"East Haddam School District","=""0410011""","Female",21,3.2
"East Haddam School District","=""0410011""","Male",27,4.1
"East Hampton School District","=""0420011""","Female",22,2.2
"East Hampton School District","=""0420011""","Male",53,5.4
"East Hartford School District","=""0430011""","Female",559,16.2
"East Hartford School District","=""0430011""","Male",1027,27.1
"East Haven School District","=""0440011""","Female",133,8.3
"East Haven School District","=""0440011""","Male",245,14.2
"East Lyme School District","=""0450011""","Female",33,2.2
"East Lyme School District","=""0450011""","Male",79,5.3
"East Windsor School District","=""0470011""","Female",55,8.5
"East Windsor School District","=""0470011""","Male",112,16.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Female","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Male","*","*"
"Eastford School District","=""0390011""","Female","N/A","N/A"
"Eastford School District","=""0390011""","Male",6,6.2
"Easton School District","=""0460011""","Female","*","*"
"Easton School District","=""0460011""","Male","*","*"
"Education Connection","=""2420014""","Female","N/A","N/A"
"Education Connection","=""2420014""","Male","N/A","N/A"
"Ellington School District","=""0480011""","Female",48,3.5
"Ellington School District","=""0480011""","Male",104,7.5
"Elm City College Preparatory School District","=""2890013""","Female",71,22.6
"Elm City College Preparatory School District","=""2890013""","Male",103,36.7
"Enfield School District","=""0490011""","Female",156,5.6
"Enfield School District","=""0490011""","Male",392,13.3
"Essex School District","=""0500011""","Female","N/A","N/A"
"Essex School District","=""0500011""","Male","N/A","N/A"
"Explorations District","=""2720013""","Female","*","*"
"Explorations District","=""2720013""","Male","*","*"
"Fairfield School District","=""0510011""","Female",50,1.0
"Fairfield School District","=""0510011""","Male",201,3.8
"Farmington School District","=""0520011""","Female",25,1.3
"Farmington School District","=""0520011""","Male",55,2.6
"Franklin School District","=""0530011""","Female","*","*"
"Franklin School District","=""0530011""","Male","*","*"
"Glastonbury School District","=""0540011""","Female",26,0.8
"Glastonbury School District","=""0540011""","Male",107,3.2
"Granby School District","=""0560011""","Female",10,0.9
"Granby School District","=""0560011""","Male",39,3.5
"Greenwich School District","=""0570011""","Female",58,1.4
"Greenwich School District","=""0570011""","Male",143,3.1
"Griswold School District","=""0580011""","Female",79,8.1
"Griswold School District","=""0580011""","Male",165,15.8
"Groton School District","=""0590011""","Female",121,5.1
"Groton School District","=""0590011""","Male",298,11.6
"Guilford School District","=""0600011""","Female",23,1.3
"Guilford School District","=""0600011""","Male",86,4.5
"Hamden School District","=""0620011""","Female",208,7.3
"Hamden School District","=""0620011""","Male",449,14.3
"Hampton School District","=""0630011""","Female","N/A","N/A"
"Hampton School District","=""0630011""","Male","*","*"
"Hartford School District","=""0640011""","Female",1357,13.2
"Hartford School District","=""0640011""","Male",2440,21.8
"Hartland School District","=""0650011""","Female","*","*"
"Hartland School District","=""0650011""","Male","N/A","N/A"
"Hebron School District","=""0670011""","Female","N/A","N/A"
"Hebron School District","=""0670011""","Male","*","*"
"Highville Charter School District","=""2860013""","Female","*","*"
"Highville Charter School District","=""2860013""","Male","*","*"
"Integrated Day Charter School District","=""2640013""","Female","*","*"
"Integrated Day Charter School District","=""2640013""","Male","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Female",20,19.8
"Interdistrict School for Arts and Comm District","=""2650013""","Male",35,42.2
"Jumoke Academy District","=""2610013""","Female",8,2.9
"Jumoke Academy District","=""2610013""","Male",11,5.3
"Kent School District","=""0680011""","Female","N/A","N/A"
"Kent School District","=""0680011""","Male","N/A","N/A"
"Killingly School District","=""0690011""","Female",64,4.9
"Killingly School District","=""0690011""","Male",132,9.5
"Learn","=""2450014""","Female",34,4.6
"Learn","=""2450014""","Male",51,6.8
"Lebanon School District","=""0710011""","Female",20,3.0
"Lebanon School District","=""0710011""","Male",48,7.5
"Ledyard School District","=""0720011""","Female",38,2.9
"Ledyard School District","=""0720011""","Male",91,6.8
"Lisbon School District","=""0730011""","Female","*","*"
"Lisbon School District","=""0730011""","Male","*","*"
"Litchfield School District","=""0740011""","Female",19,3.4
"Litchfield School District","=""0740011""","Male",47,8.3
"Madison School District","=""0760011""","Female",12,0.7
"Madison School District","=""0760011""","Male",66,3.7
"Manchester School District","=""0770011""","Female",198,6.5
"Manchester School District","=""0770011""","Male",467,13.9
"Mansfield School District","=""0780011""","Female","*","*"
"Mansfield School District","=""0780011""","Male","*","*"
"Marlborough School District","=""0790011""","Female","N/A","N/A"
"Marlborough School District","=""0790011""","Male","*","*"
"Meriden School District","=""0800011""","Female",486,12.2
"Meriden School District","=""0800011""","Male",880,20.2
"Middletown School District","=""0830011""","Female",142,5.8
"Middletown School District","=""0830011""","Male",249,9.5
"Milford School District","=""0840011""","Female",105,3.2
"Milford School District","=""0840011""","Male",292,8.2
"Monroe School District","=""0850011""","Female","*","*"
"Monroe School District","=""0850011""","Male","*","*"
"Montville School District","=""0860011""","Female",92,7.4
"Montville School District","=""0860011""","Male",184,13.8
"Naugatuck School District","=""0880011""","Female",130,6.0
"Naugatuck School District","=""0880011""","Male",354,14.7
"New Beginnings Inc., Family Academy District","=""2800013""","Female",22,11.6
"New Beginnings Inc., Family Academy District","=""2800013""","Male",29,18.4
"New Britain School District","=""0890011""","Female",662,13.6
"New Britain School District","=""0890011""","Male",1213,22.1
"New Canaan School District","=""0900011""","Female","*","*"
"New Canaan School District","=""0900011""","Male","*","*"
"New Fairfield School District","=""0910011""","Female",22,1.6
"New Fairfield School District","=""0910011""","Male",100,6.6
"New Hartford School District","=""0920011""","Female","N/A","N/A"
"New Hartford School District","=""0920011""","Male","*","*"
"New Haven School District","=""0930011""","Female",797,7.8
"New Haven School District","=""0930011""","Male",1426,13.6
"New London School District","=""0950011""","Female",191,13.8
"New London School District","=""0950011""","Male",372,22.8
"New Milford School District","=""0960011""","Female",64,2.8
"New Milford School District","=""0960011""","Male",164,6.7
"Newington School District","=""0940011""","Female",70,3.2
"Newington School District","=""0940011""","Male",216,9.5
"Newtown School District","=""0970011""","Female",15,0.6
"Newtown School District","=""0970011""","Male",99,3.6
"Norfolk School District","=""0980011""","Female","N/A","N/A"
"Norfolk School District","=""0980011""","Male","N/A","N/A"
"North Branford School District","=""0990011""","Female",44,4.0
"North Branford School District","=""0990011""","Male",104,9.6
"North Canaan School District","=""1000011""","Female","N/A","N/A"
"North Canaan School District","=""1000011""","Male","*","*"
"North Haven School District","=""1010011""","Female",25,1.4
"North Haven School District","=""1010011""","Male",74,3.9
"North Stonington School District","=""1020011""","Female",9,2.4
"North Stonington School District","=""1020011""","Male",46,11.3
"Norwalk School District","=""1030011""","Female",334,6.1
"Norwalk School District","=""1030011""","Male",669,11.6
"Norwich Free Academy District","=""9010022""","Female",156,12.5
"Norwich Free Academy District","=""9010022""","Male",183,17.3
"Norwich School District","=""1040011""","Female",145,7.6
"Norwich School District","=""1040011""","Male",269,13.0
"Odyssey Community School District","=""2630013""","Female","*","*"
"Odyssey Community School District","=""2630013""","Male","*","*"
"Old Saybrook School District","=""1060011""","Female",11,1.4
"Old Saybrook School District","=""1060011""","Male",33,4.3
"Orange School District","=""1070011""","Female","*","*"
"Orange School District","=""1070011""","Male","*","*"
"Oxford School District","=""1080011""","Female",14,1.3
"Oxford School District","=""1080011""","Male",44,4.1
"Park City Prep Charter School District","=""2830013""","Female",23,19.5
"Park City Prep Charter School District","=""2830013""","Male",35,26.7
"Plainfield School District","=""1090011""","Female",78,6.2
"Plainfield School District","=""1090011""","Male",196,14.9
"Plainville School District","=""1100011""","Female",41,3.5
"Plainville School District","=""1100011""","Male",80,6.3
"Plymouth School District","=""1110011""","Female",19,2.4
"Plymouth School District","=""1110011""","Male",57,6.4
"Pomfret School District","=""1120011""","Female","*","*"
"Pomfret School District","=""1120011""","Male","*","*"
"Portland School District","=""1130011""","Female",15,2.2
"Portland School District","=""1130011""","Male",37,5.3
"Preston School District","=""1140011""","Female","N/A","N/A"
"Preston School District","=""1140011""","Male",9,4.5
"Putnam School District","=""1160011""","Female",23,3.9
"Putnam School District","=""1160011""","Male",99,14.1
"Redding School District","=""1170011""","Female","*","*"
"Redding School District","=""1170011""","Male","*","*"
"Regional School District 01","=""2010012""","Female",9,3.9
"Regional School District 01","=""2010012""","Male",28,12.2
"Regional School District 04","=""2040012""","Female",19,3.7
"Regional School District 04","=""2040012""","Male",40,8.6
"Regional School District 05","=""2050012""","Female",26,2.2
"Regional School District 05","=""2050012""","Male",108,8.5
"Regional School District 06","=""2060012""","Female",26,4.9
"Regional School District 06","=""2060012""","Male",51,9.8
"Regional School District 07","=""2070012""","Female",22,3.7
"Regional School District 07","=""2070012""","Male",48,8.5
"Regional School District 08","=""2080012""","Female",29,3.5
"Regional School District 08","=""2080012""","Male",118,12.6
"Regional School District 09","=""2090012""","Female","*","*"
"Regional School District 09","=""2090012""","Male","*","*"
"Regional School District 10","=""2100012""","Female",18,1.4
"Regional School District 10","=""2100012""","Male",92,6.5
"Regional School District 11","=""2110012""","Female",10,7.4
"Regional School District 11","=""2110012""","Male",34,19.4
"Regional School District 12","=""2120012""","Female",6,1.5
"Regional School District 12","=""2120012""","Male",43,9.0
"Regional School District 13","=""2130012""","Female","*","*"
"Regional School District 13","=""2130012""","Male","*","*"
"Regional School District 14","=""2140012""","Female",20,1.9
"Regional School District 14","=""2140012""","Male",50,5.2
"Regional School District 15","=""2150012""","Female",37,1.8
"Regional School District 15","=""2150012""","Male",107,4.8
"Regional School District 16","=""2160012""","Female",24,1.9
"Regional School District 16","=""2160012""","Male",81,6.5
"Regional School District 17","=""2170012""","Female",29,2.5
"Regional School District 17","=""2170012""","Male",79,6.5
"Regional School District 18","=""2180012""","Female",10,1.4
"Regional School District 18","=""2180012""","Male",28,3.7
"Regional School District 19","=""2190012""","Female",28,4.6
"Regional School District 19","=""2190012""","Male",48,7.9
"Ridgefield School District","=""1180011""","Female",18,0.7
"Ridgefield School District","=""1180011""","Male",81,2.9
"Rocky Hill School District","=""1190011""","Female",24,1.9
"Rocky Hill School District","=""1190011""","Male",96,7.4
"Salem School District","=""1210011""","Female","*","*"
"Salem School District","=""1210011""","Male","*","*"
"Salisbury School District","=""1220011""","Female","*","*"
"Salisbury School District","=""1220011""","Male","*","*"
"Scotland School District","=""1230011""","Female","*","*"
"Scotland School District","=""1230011""","Male","*","*"
"Seymour School District","=""1240011""","Female",43,3.8
"Seymour School District","=""1240011""","Male",129,10.9
"Sharon School District","=""1250011""","Female","N/A","N/A"
"Sharon School District","=""1250011""","Male","*","*"
"Shelton School District","=""1260011""","Female",120,4.7
"Shelton School District","=""1260011""","Male",216,8.0
"Sherman School District","=""1270011""","Female","*","*"
"Sherman School District","=""1270011""","Male","*","*"
"Side By Side Charter School District","=""2700013""","Female","*","*"
"Side By Side Charter School District","=""2700013""","Male","*","*"
"Simsbury School District","=""1280011""","Female",34,1.5
"Simsbury School District","=""1280011""","Male",90,3.6
"Somers School District","=""1290011""","Female",20,2.5
"Somers School District","=""1290011""","Male",63,7.7
"South Windsor School District","=""1320011""","Female",47,2.2
"South Windsor School District","=""1320011""","Male",116,4.9
"Southington School District","=""1310011""","Female",63,1.9
"Southington School District","=""1310011""","Male",197,5.7
"Sprague School District","=""1330011""","Female",10,5.8
"Sprague School District","=""1330011""","Male",15,7.6
"Stafford School District","=""1340011""","Female",52,5.7
"Stafford School District","=""1340011""","Male",107,11.7
"Stamford Academy District","=""2820013""","Female","*","*"
"Stamford Academy District","=""2820013""","Male","*","*"
"Stamford School District","=""1350011""","Female",200,2.6
"Stamford School District","=""1350011""","Male",412,5.1
"Sterling School District","=""1360011""","Female",9,3.8
"Sterling School District","=""1360011""","Male",29,10.2
"Stonington School District","=""1370011""","Female",64,5.6
"Stonington School District","=""1370011""","Male",120,9.5
"Stratford School District","=""1380011""","Female",160,4.4
"Stratford School District","=""1380011""","Male",343,9.2
"Suffield School District","=""1390011""","Female",40,3.2
"Suffield School District","=""1390011""","Male",102,8.2
"The Bridge Academy District","=""2690013""","Female",32,22.5
"The Bridge Academy District","=""2690013""","Male",35,28.0
"The Gilbert School District","=""9020022""","Female",30,11.9
"The Gilbert School District","=""9020022""","Male",77,27.2
"Thomaston School District","=""1400011""","Female",24,4.6
"Thomaston School District","=""1400011""","Male",50,9.2
"Thompson School District","=""1410011""","Female",22,3.7
"Thompson School District","=""1410011""","Male",75,12.1
"Tolland School District","=""1420011""","Female",23,1.6
"Tolland School District","=""1420011""","Male",76,5.0
"Torrington School District","=""1430011""","Female",136,6.4
"Torrington School District","=""1430011""","Male",354,14.7
"Trailblazers Academy District","=""2780013""","Female","N/A","N/A"
"Trailblazers Academy District","=""2780013""","Male","*","*"
"Trumbull School District","=""1440011""","Female",13,0.4
"Trumbull School District","=""1440011""","Male",107,3.0
"Unified School District #1","=""3360015""","Female","N/A","N/A"
"Unified School District #1","=""3360015""","Male","N/A","N/A"
"Unified School District #2","=""3470015""","Female","*","*"
"Unified School District #2","=""3470015""","Male","*","*"
"Union School District","=""1450011""","Female","N/A","N/A"
"Union School District","=""1450011""","Male","N/A","N/A"
"Vernon School District","=""1460011""","Female",116,6.8
"Vernon School District","=""1460011""","Male",213,11.3
"Voluntown School District","=""1470011""","Female","*","*"
"Voluntown School District","=""1470011""","Male","*","*"
"Wallingford School District","=""1480011""","Female",125,3.8
"Wallingford School District","=""1480011""","Male",284,8.9
"Waterbury School District","=""1510011""","Female",1497,16.9
"Waterbury School District","=""1510011""","Male",2410,25.4
"Waterford School District","=""1520011""","Female",38,2.9
"Waterford School District","=""1520011""","Male",134,9.3
"Watertown School District","=""1530011""","Female",81,5.4
"Watertown School District","=""1530011""","Male",176,11.0
"West Hartford School District","=""1550011""","Female",137,2.7
"West Hartford School District","=""1550011""","Male",310,5.9
"West Haven School District","=""1560011""","Female",266,8.8
"West Haven School District","=""1560011""","Male",467,14.6
"Westbrook School District","=""1540011""","Female",22,5.0
"Westbrook School District","=""1540011""","Male",55,11.5
"Weston School District","=""1570011""","Female",10,0.8
"Weston School District","=""1570011""","Male",24,1.9
"Westport School District","=""1580011""","Female",16,0.6
"Westport School District","=""1580011""","Male",68,2.3
"Wethersfield School District","=""1590011""","Female",30,1.7
"Wethersfield School District","=""1590011""","Male",107,5.6
"Willington School District","=""1600011""","Female","*","*"
"Willington School District","=""1600011""","Male","*","*"
"Wilton School District","=""1610011""","Female",10,0.5
"Wilton School District","=""1610011""","Male",43,1.9
"Winchester School District","=""1620011""","Female","*","*"
"Winchester School District","=""1620011""","Male","*","*"
"Windham School District","=""1630011""","Female",195,13.0
"Windham School District","=""1630011""","Male",403,22.7
"Windsor Locks School District","=""1650011""","Female",50,5.8
"Windsor Locks School District","=""1650011""","Male",105,11.6
"Windsor School District","=""1640011""","Female",179,10.4
"Windsor School District","=""1640011""","Male",307,16.6
"Wolcott School District","=""1660011""","Female",39,3.0
"Wolcott School District","=""1660011""","Male",115,8.4
"Woodbridge School District","=""1670011""","Female","N/A","N/A"
"Woodbridge School District","=""1670011""","Male","*","*"
"Woodstock Academy District","=""9030022""","Female",31,5.4
"Woodstock Academy District","=""9030022""","Male",64,12.1
"Woodstock School District","=""1690011""","Female","*","*"
"Woodstock School District","=""1690011""","Male","*","*"

